name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,OTA_1_R1,OTA_1_R2,OTA_1_R3,OTA_2_R1,OTA_2_R2,OTA_2_R3,OTA_3_R1,OTA_3_R2,OTA_3_R3,OTA_4_R1,OTA_4_R2,OTA_4_R3,PTA_1_R1,PTA_1_R2,PTA_1_R3,PTA_2_R1,PTA_2_R2,PTA_2_R3,PTA_3_R1,PTA_3_R2,PTA_3_R3,PTA_4_R1,PTA_4_R2,PTA_4_R3
SCA-6_Chr3v1_08514,ASCL,23.1,13.7,32.5,2.139,0.1,0.9,1.22,2.20E-01,1.00E+00,0.9998,6093,15.8,3.5,11.7,0,0,21.3,16.6,40.8,30.1,0,15.5,9,0,109.9,9,0,2.7,45.7,30.3,40.6,0,42,51.3,58.7
SCA-6_Chr3v1_08515,COL1,10.9,10.6,11.2,1.233,0.1,1.14,0.26,7.90E-01,1.00E+00,0.9998,6094,16.8,18.6,30.7,0,0,13.9,0,0,28,1.2,17.4,0,19.7,0,9.9,0,0,13.4,25.8,2.2,0,29.1,9.2,24.6
SCA-6_Chr3v1_08516,STK16,186.4,183.4,189.4,1.045,0.1,0.38,0.17,8.70E-01,1.00E+00,0.9998,6095,109.9,62.6,202.2,230.7,123.5,170.1,150.9,333.1,248.3,43.2,412.2,114.4,75,268.2,259.8,128.7,85.8,371.7,70.6,249,92.1,179,203.3,290.2
SCA-6_Chr3v1_08517,AGUA,37.2,35.7,38.6,0.87,0.1,0.77,-0.26,8.00E-01,1.00E+00,0.9998,6096,21.8,13.9,34.3,0,86.7,66.2,1,37,20.4,28.4,114.2,4.7,3.9,115.1,3.6,143.4,0,37.6,37,35.1,0,30,24.4,33.7
SCA-6_Chr3v1_08518,TTM1,198.9,252.7,145,0.722,0.1,0.44,-1.06,2.90E-01,1.00E+00,0.9998,6097,131.7,279.5,116.4,732.8,261.6,162.7,191.4,211.6,394.5,375.5,134.3,40.4,265.8,102.1,140.7,0,210.4,95.8,202.9,190.9,314.9,87.4,73.7,55.5
SCA-6_Chr3v1_08519,NHP2,524,498.7,549.4,0.945,0.1,0.26,-0.31,7.60E-01,1.00E+00,0.9998,6098,297,836,350.3,798.2,620.3,345.9,419.3,439.4,190.3,796.7,294.3,596.7,539.4,324.5,504.3,1001.2,374,512.3,303.8,299.5,314.9,510.4,706.1,1202.5
SCA-6_Chr3v1_08520,STSY,8.3,11.2,5.4,0.752,0.1,1.24,-0.33,7.40E-01,1.00E+00,0.9998,6099,11.9,0,20.8,12.2,41.2,21.3,2.1,0,11.8,0,13.7,0,0,0,11.7,0,18.8,26,0,0,0,6.9,1.5,0
SCA-6_Chr3v1_08521,MIS12,20.7,16.8,24.8,1.191,0.1,0.89,0.28,7.80E-01,1.00E+00,0.9998,6100,19.8,30.1,33.4,0,45.6,16.4,11.4,10.4,12.9,21,0,0,0,0,16.2,6.1,38.9,27.8,6.7,50.5,0,34.3,47.8,68.7
SCA-6_Chr3v1_08522,PCO3,2.1,0.9,3.3,5.856,0.1,2.84,0.9,3.70E-01,1.00E+00,0.9998,6101,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,14.6,15.4,0,9.4,0,0
SCA-6_Chr3v1_08523,PCO3,68.5,62.8,74.3,0.991,0.1,0.57,-0.02,9.80E-01,1.00E+00,0.9998,6102,27.7,22,66.8,0,54.4,42.5,39.5,128.1,109.7,11.1,188.3,63.1,55.3,0,57.7,203.7,13.4,93.1,47.1,103.1,28.4,83.9,118.4,87.3
SCA-6_Chr3v1_08524,ENO1,86,81.8,90.2,1.092,0.1,0.52,0.24,8.10E-01,1.00E+00,0.9998,6103,102,149.6,99.3,53.1,67.6,40.9,49.9,66.4,95.7,49.4,88.6,119.2,5.3,113.8,233.6,0,64.3,108.4,77.4,100.9,29.6,89.9,110.3,148.7
SCA-6_Chr3v1_08528,CPP1,2169.4,2153.7,2185.2,1.022,0.1,0.27,0.12,9.10E-01,1.00E+00,0.9998,6104,1496.9,2096.5,1453.4,1130.9,1566.8,1461.1,3371.1,3215,3147.7,1514.3,3285.5,2104.9,1038.1,1500.7,1227.8,1640.5,3183.5,1702.5,2718.9,3056.6,2539.6,3301.4,2762,1550.9
SCA-6_Chr3v1_08529,SCA-6_Chr3v1_08529,97.4,123.2,71.6,0.656,0.1,0.54,-1.12,2.60E-01,1.00E+00,0.9998,6105,106.9,223.8,36.1,100,220.5,106.3,266.4,102.5,109.7,127.2,46.6,32.3,89.5,0,50.5,0,124.7,24.2,100.9,179.9,164.8,77.1,29.5,18.6
SCA-6_Chr3v1_08530,AAE17,42,51.4,32.6,0.68,0.1,0.65,-0.86,3.90E-01,1.00E+00,0.9998,6106,41.6,35.9,50.6,0,17.6,29.4,108.2,57.9,93.5,56.8,77.7,47.5,11.8,0,18,0,32.2,40.3,80.7,46.1,12.5,89.1,38.1,22.7
SCA-6_Chr3v1_08531,CAS,28.1,29.7,26.5,0.939,0.1,0.77,-0.12,9.10E-01,1.00E+00,0.9998,6107,59.4,3.5,57.8,0,39.7,42.5,9.4,24.7,55.9,3.7,52.1,7.6,25,0,89.3,0,9.4,84.2,1.1,19.7,1.1,16.3,42.7,28.7
SCA-6_Chr3v1_08532,RP8L2,23.7,30.7,16.7,0.544,0.1,0.78,-1.12,2.60E-01,1.00E+00,0.9998,6108,54.4,11.6,34.3,0,32.3,48.2,18.7,30.4,52.7,8.6,2.7,74.1,18.4,0,13.5,0,12.1,29.6,24.7,71.3,0,8.6,6.1,16.4
SCA-6_Chr3v1_08533,CFA20,88.9,63,114.9,1.49,0.1,0.59,0.98,3.30E-01,1.00E+00,0.9998,6109,23.8,18.6,46.9,0,48.5,39.2,12.5,135.7,102.1,37.1,212.9,78.3,0,53.6,128.1,307,42.9,228.4,48.2,144.8,35.2,66.8,175.4,147.8
SCA-6_Chr3v1_08536,ALA9,68.9,81.7,56,0.705,0.1,0.61,-0.83,4.10E-01,1.00E+00,0.9998,6110,103.9,84.6,84,0,55.9,54,142.5,136.6,77.4,101.3,55.7,84.5,44.7,0,74,0,42.9,23.3,75.1,72.4,114.8,113.9,64.6,46.4
SCA-6_Chr3v1_08537,TGH,261,276.5,245.4,0.917,0.1,0.29,-0.43,6.70E-01,1.00E+00,0.9998,6111,268.3,243.5,187.8,500.1,210.2,241.2,385,295.1,253.7,240.9,246.8,245.9,475,302.2,151.6,65.2,203.7,109.3,335.2,317.1,503.6,212.4,157.6,111.9
SCA-6_Chr3v1_08538,NC2B,164.4,160.7,168.2,0.934,0.1,0.48,-0.21,8.40E-01,1.00E+00,0.9998,6112,56.4,41.7,169.7,77.6,20.6,137.4,105.1,238.2,234.4,96.3,382.9,367.9,0,145.2,116.4,115.6,92.5,193.4,115.5,209.6,184.2,185.8,352.3,307.4
SCA-6_Chr3v1_08539,MIZ1,99.7,83.2,116.2,1.221,0.1,0.36,0.8,4.20E-01,1.00E+00,0.9998,6113,76.2,78.8,75.8,89.8,77.9,125.9,91.6,14.2,23.7,112.4,48.4,183.7,56.6,124.3,144.3,272.5,59,52.8,130.1,29.6,103.4,129.3,141.8,151
SCA-6_Chr3v1_08540,KN8A,241.3,324.8,157.8,0.777,0.1,0.9,-0.4,6.90E-01,1.00E+00,0.9998,6114,314.8,776.9,298.8,1032.9,396.9,252.6,120.7,8.5,4.3,671.9,19.2,0,874.9,147.8,391.5,0,65.7,45.7,30.3,15.4,36.4,144.7,20.8,120.5
SCA-6_Chr3v1_08541,SCA-6_Chr3v1_08541,3.4,4.7,2.1,0.137,0.1,1.9,-1.51,1.30E-01,1.00E+00,0.9998,6115,0,5.8,3.6,0,0,1.6,11.4,0,0,8.6,25.6,0,0,0,0,0,0,0,0,5.5,0,2.6,0,17.7
SCA-6_Chr3v1_08542,RH51,839,881.6,796.5,0.991,0.1,0.3,-0.05,9.60E-01,1.00E+00,0.9998,6116,1016.7,1196.6,706.8,1863.7,1042.1,803.7,861.5,523.8,860,816.5,484.4,404,2690.6,1210.2,838.1,474.2,542.9,475.5,849.9,506.9,717.3,565.2,283.2,403.4
SCA-6_Chr3v1_08544,PII2,4.6,4,5.2,1.197,0.1,1.49,0.17,8.60E-01,1.00E+00,0.9998,6117,4,4.6,8.1,0,0,8.2,0,0,0,17.3,5.5,0,0,0,31.6,0,0,6.3,7.8,0,0,1.7,10.7,4.5
SCA-6_Chr3v1_08545,SCA-6_Chr3v1_08545,1.5,2.6,0.5,0.112,0.1,2.51,-1.26,2.10E-01,1.00E+00,0.9998,6118,9.9,0,1.8,0,0,0,4.2,9.5,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0.9,5.1,0
SCA-6_Chr3v1_08546,WNK2,9.8,14.2,5.4,0.375,0.1,1.19,-1.19,2.30E-01,1.00E+00,0.9998,6119,16.8,9.3,9.9,0,0,39.2,21.8,0,7.5,25.9,11.9,28,0,0,0,0,0,11.6,0,0,25,21.4,2,5
SCA-6_Chr3v1_08547,RK19,24.6,19.2,29.9,1.432,0.1,0.77,0.67,5.00E-01,1.00E+00,0.9998,6120,0,1.2,26.2,0,2.9,9.8,20.8,14.2,41.9,13.6,58.5,41.3,7.9,55,32.5,0,1.3,37.6,13.5,12.1,6.8,26.5,71.7,94.1
SCA-6_Chr3v1_08551,NRT31,294.3,234,354.5,1.402,0.1,0.45,1.08,2.80E-01,1.00E+00,0.9998,6121,97,62.6,192.3,10.2,138.2,106.3,96.8,569.4,452.6,108.7,482.5,491.8,139.5,501.1,139.8,112.3,227.9,421.8,234.3,601.2,296.7,325.4,752.9,501.6
SCA-6_Chr3v1_08552,ADPRM,44.8,39,50.7,1.259,0.1,0.71,0.47,6.40E-01,1.00E+00,0.9998,6122,11.9,19.7,57.8,0,0,36.8,22.9,58.8,57,42,34.7,126.3,0,13.1,59.5,0,75.1,60,42.6,59.2,48.9,60.8,85.9,102.8
SCA-6_Chr3v1_08553,NADA,48.9,36.9,60.9,1.455,0.1,0.54,1.01,3.10E-01,1.00E+00,0.9998,6123,11.9,4.6,45.1,0,26.5,18,27.1,96.8,61.3,9.9,114.2,27.5,38.2,66.7,20.7,182.8,52.3,60,30.3,58.1,70.5,28.3,87.9,35.5
SCA-6_Chr3v1_08556,C71A1,16.3,26.7,6,0.228,0.1,0.97,-2.2,2.80E-02,1.00E+00,0.9998,6124,34.6,41.7,64.1,0,77.9,10.6,0,1.9,14,24.7,30.2,20.9,0,0,20.7,7.4,0,9,0,0,0,18,5.6,10.9
SCA-6_Chr3v1_08558,AFC2,63.5,61.3,65.6,1.03,0.1,0.79,0.05,9.60E-01,1.00E+00,0.9998,6125,0,37.1,41.5,0,5.9,27.8,36.4,146.1,161.3,1.2,149,129.6,40.8,0,37,0,46.9,127.2,52.7,111.9,45.5,83.9,150.5,91
SCA-6_Chr3v1_08562,C71AP,10.9,3.8,17.9,4.051,0.1,1.28,1.58,1.10E-01,1.00E+00,0.9998,6126,0,0,2.7,0,0,0,8.3,23.7,9.7,0,0.9,0.5,0,0,0,0,18.8,7.2,89.7,63.6,17.1,18.8,0,0
SCA-6_Chr3v1_08563,C71A1,11.4,15.5,7.3,0.471,0.1,1.38,-0.79,4.30E-01,1.00E+00,0.9998,6127,20.8,4.6,14.4,51,0,0.8,7.3,0,0,14.8,18.3,54.1,0,0,37.9,0,0,0,0,0,0,23.1,0,26.4
SCA-6_Chr3v1_08564,STR11,92.7,98.7,86.8,0.867,0.1,0.33,-0.62,5.30E-01,1.00E+00,0.9998,6128,91.1,96.2,98.4,73.5,117.6,92.4,105.1,60.7,162.3,118.6,54.8,113.5,119.7,155.7,29.8,144.7,85.8,102.1,87.5,36.2,113.7,42,35.1,89.6
SCA-6_Chr3v1_08567,RGLG2,21,24.8,17.2,1.041,0.1,0.74,0.08,9.40E-01,1.00E+00,0.9998,6129,36.6,15.1,51.5,0,101.4,8.2,10.4,45.5,7.5,7.4,13.7,0,44.7,0,15.3,0,30.8,10.7,32.5,14.3,17.1,28.3,8.6,4.1
SCA-6_Chr3v1_08568,SCA-6_Chr3v1_08568,50.3,45.8,54.9,1.11,0.1,0.55,0.27,7.90E-01,1.00E+00,0.9998,6130,50.5,45.2,54.2,40.8,1.5,38.4,32.3,31.3,52.7,24.7,39.3,139.1,21.1,86.4,22.6,0,30.8,103,21.3,27.4,56.8,51.4,92,145.5
SCA-6_Chr3v1_08569,GLOX,7.8,12.3,3.3,0.308,0.1,1.39,-1.22,2.20E-01,1.00E+00,0.9998,6131,0,2.3,3.6,51,0,13.1,0,5.7,8.6,16.1,10.1,36.6,0,0,0,0,0,0,0,0,22.7,5.1,12.2,0
SCA-6_Chr3v1_08570,SCA-6_Chr3v1_08570,2.4,3.2,1.6,2.316,0.1,2.11,0.58,5.60E-01,1.00E+00,0.9998,6132,0,0,3.6,0,0,0,16.6,0,10.8,0,7.3,0,0,0,0,0,0,9,0,7.7,0,0,2.5,0.5
SCA-6_Chr3v1_08571,RFS2,19.2,17.3,21,1.815,0.1,0.95,0.91,3.60E-01,1.00E+00,0.9998,6133,28.7,7,6.3,2,0,10.6,100.9,30.4,6.5,0,15.5,0,36.8,15.7,0,0,14.7,0,7.8,34,111.4,30,0,1.8
SCA-6_Chr3v1_08574,CP31A,639.2,755.6,522.8,0.735,0.1,0.3,-1.5,1.30E-01,1.00E+00,0.9998,6134,573.2,1306.8,547,1324.8,901,843,761.6,380.5,401,1166,417.7,444.8,873.6,153.1,486.2,539.3,713.1,378.8,642.5,351.1,778.7,382.8,437.2,536.7
SCA-6_Chr3v1_08575,PIMT1,204.6,185.9,223.3,1.202,0.1,0.36,0.74,4.60E-01,1.00E+00,0.9998,6135,66.3,64.9,223,59.2,144,157,106.1,232.5,252.6,82.8,457,385,114.5,172.7,221,69.7,219.8,334,167.1,316,206.9,229.5,352.3,276.1
SCA-6_Chr3v1_08576,SEOB,101.5,126,77,0.595,0.1,0.5,-1.51,1.30E-01,1.00E+00,0.9998,6136,72.3,38.3,294.3,47,141.1,224,63.5,52.2,173.1,121,117.9,167.1,198.7,83.7,85.7,0,38.9,134.3,23.5,53.8,109.1,41.1,61.5,93.2
SCA-6_Chr3v1_08578,SBIR1,536.3,536.5,536,1.012,0.1,0.64,0.03,9.80E-01,1.00E+00,0.9998,6137,542.5,708.5,181.4,2416.9,401.3,126.7,834.4,328.3,146.2,381.7,101.4,268.7,881.5,583.5,300.4,0,902.1,62.7,1219.9,611.1,1357.3,318.6,114.9,80.5
SCA-6_Chr3v1_08579,MHF2,54.2,42.1,66.3,1.297,0.1,0.52,0.72,4.70E-01,1.00E+00,0.9998,6138,56.4,35.9,72.2,0,61.7,69.5,6.2,20.9,53.8,21,78.6,28.5,14.5,44.5,124.5,258.2,59,39.4,25.8,62.5,23.9,29.1,33,81
SCA-6_Chr3v1_08580,SCA-6_Chr3v1_08580,99.5,111.2,87.9,0.908,0.1,0.57,-0.24,8.10E-01,1.00E+00,0.9998,6139,123.7,292.2,65,245,213.1,40.1,70.8,28.5,26.9,166.7,7.3,54.6,197.4,213.3,120,0,72.4,36.7,78.5,29.6,106.9,29.1,79.3,91.4
SCA-6_Chr3v1_08583,ATG16,60.4,60.5,60.2,1.211,0.1,0.4,0.69,4.90E-01,1.00E+00,0.9998,6140,59.4,112.5,32.5,32.7,91.1,76,36.4,73.1,53.8,88.9,64,6.2,96,94.2,35.2,3.7,76.4,40.3,71.8,105.3,39.8,59.9,53.4,46.8
SCA-6_Chr3v1_08585,CYSEP,134,101.8,166.2,1.711,0.1,0.45,1.74,8.20E-02,1.00E+00,0.9998,6141,101,131,111.9,108.2,226.4,140.6,103,70.2,35.5,65.5,87.7,40.4,250,388.6,265.2,387.3,104.6,223.9,89.7,118.5,27.3,19.7,43.7,75.5
SCA-6_Chr3v1_08587,PLY5,263.7,163.6,363.8,1.855,0.1,0.37,2.4,1.60E-02,1.00E+00,0.9998,6142,154.4,85.8,321.4,212.3,149.9,243.7,126.9,90.2,104.3,95.1,185.5,194.2,88.2,86.4,216.5,1122.5,478.5,661.8,362.2,240.3,70.5,283.5,420.4,334.7
SCA-6_Chr3v1_08589,BT1,217.1,235.9,198.2,0.855,0.1,0.53,-0.42,6.70E-01,1.00E+00,0.9998,6143,100,39.4,153.5,65.3,116.1,75.2,350.6,358.7,362.3,148.2,436.8,625.2,43.4,85,125.4,0,202.4,199.7,293.8,303.9,230.8,297.2,355.9,241.5
SCA-6_Chr3v1_08590,SCA-6_Chr3v1_08590,3.7,4.9,2.6,0.504,0.1,1.85,-0.53,5.90E-01,1.00E+00,0.9998,6144,2,0,0,0,0,6.5,0,12.3,0,24.7,4.6,9,19.7,0,0,0,0,0,3.4,0,0,7.7,0,0
SCA-6_Chr3v1_08593,STIL2,34.3,33.2,35.5,0.882,0.1,0.88,-0.21,8.40E-01,1.00E+00,0.9998,6145,58.4,22,39.7,73.5,36.7,54.8,11.4,0,4.3,92.6,4.6,0,64.5,35.3,27.1,163.9,24.1,6.3,0,0,13.6,50.5,0,40.5
SCA-6_Chr3v1_08595,SAHH,391.3,343.2,439.5,1.123,0.1,0.34,0.49,6.30E-01,1.00E+00,0.9998,6146,342.5,169.3,512.7,220.5,130.8,445.6,260.1,356.8,491.3,222.3,613.2,352.7,81.6,239.4,598.1,637.3,266.7,740.6,226.5,330.2,112.5,575.5,676.6,789.1
SCA-6_Chr3v1_08600,UFSP,60.3,53,67.7,1.11,0.1,0.51,0.29,7.70E-01,1.00E+00,0.9998,6147,32.7,7,74,0,26.5,44.2,19.8,71.2,76.3,16.1,115.2,152.9,27.6,56.3,28.9,150.4,2.7,91.3,25.8,59.2,77.3,67.7,93.5,131.9
SCA-6_Chr3v1_08601,PP426,222.5,237.3,207.7,0.93,0.1,0.45,-0.23,8.10E-01,1.00E+00,0.9998,6148,220.8,212.2,206.7,379.7,433.6,199.5,346.5,143.3,239.7,307.6,73.1,85.4,617.1,323.2,143.4,0,297.6,58.2,289.3,159.1,247.8,238.1,47.3,71.4
SCA-6_Chr3v1_08603,MRF1,501.5,462.2,540.7,1.069,0.1,0.24,0.41,6.80E-01,1.00E+00,0.9998,6149,380.2,311.9,557.9,377.6,316,399.8,340.2,643.4,548.3,263.1,783.2,625.2,310.5,397.7,375.3,512.7,483.9,638.5,512.4,701.1,300.1,503.6,830.7,921.9
SCA-6_Chr3v1_08604,TTC37,46.3,44.9,47.6,0.748,0.1,0.52,-0.81,4.20E-01,1.00E+00,0.9998,6150,22.8,30.1,25.3,18.4,57.3,57.2,37.5,76.9,36.6,19.8,34.7,122.5,1.3,0,34.3,207.4,37.5,50.2,17.9,51.6,46.6,9.4,40.7,74.6
SCA-6_Chr3v1_08606,CBBY,150.7,163.1,138.2,0.85,0.1,0.33,-0.7,4.80E-01,1.00E+00,0.9998,6151,190.1,198.3,244.6,110.2,145.5,224,132.1,82.6,205.3,156.9,111.5,155.7,263.1,187.1,154.3,14.8,225.2,184.5,133.4,59.2,220.5,69.4,51.3,96
SCA-6_Chr3v1_08607,APE1L,22.9,33.6,12.1,0.412,0.1,0.72,-1.77,7.70E-02,1.00E+00,0.9998,6152,49.5,45.2,47.8,0,73.5,38.4,34.3,32.3,29,39.5,7.3,6.2,17.1,0,4.5,0,0,12.5,7.8,35.1,11.4,27.4,19.8,10
SCA-6_Chr3v1_08608,APE1L,51.8,49.7,53.9,0.761,0.1,0.5,-0.8,4.30E-01,1.00E+00,0.9998,6153,56.4,23.2,78.5,30.6,8.8,56.4,52,19,36.6,79.1,60.3,95.4,47.4,1.3,50.5,229.9,14.7,51,40.4,48.3,2.3,40.3,69.1,51.8
SCA-6_Chr3v1_08609,REF6,1304.4,1454.6,1154.3,0.884,0.1,0.28,-0.63,5.30E-01,1.00E+00,0.9998,6154,1849.3,2090.7,984,3262,1660.9,1600.9,1381.7,701.3,690.2,1925.7,515.4,792.8,1934.1,983.9,1417.2,863.9,1498.6,547.2,1295,917.2,1597.2,1151.8,662.9,982.4
SCA-6_Chr3v1_08612,C3H43,361.4,361.6,361.2,1.016,0.1,0.22,0.1,9.20E-01,1.00E+00,0.9998,6155,338.6,376.9,295.2,755.3,304.3,273.9,336.1,272.3,245.1,316.2,427.7,397.3,385.5,298.3,278.8,197.9,416.9,293.7,411.5,388.4,414.9,497.6,338.6,412.5
SCA-6_Chr3v1_08614,CALSA,244.3,263.2,225.3,0.933,0.1,0.35,-0.28,7.80E-01,1.00E+00,0.9998,6156,375.2,301.5,243.7,485.8,152.9,206.9,327.7,227.7,137.6,447.1,131.6,120.6,275,90.3,146.1,441,213.1,97.6,467.5,229.3,233,348.5,102.2,60
SCA-6_Chr3v1_08616,GDL57,63.3,56.6,69.9,1.144,0.1,0.48,0.41,6.80E-01,1.00E+00,0.9998,6157,44.5,56.8,36.1,124.5,48.5,75.2,6.2,41.8,47.3,9.9,71.3,117.7,50,18.3,62.2,142.6,38.9,218.5,15.7,82.3,70.5,26.5,45.8,67.3
SCA-6_Chr3v1_08618,AIRP2,37.7,32.1,43.4,1.395,0.1,0.67,0.72,4.70E-01,1.00E+00,0.9998,6158,38.6,25.5,44.2,0,0,32.7,9.4,64.5,75.3,14.8,49.4,30.9,0,30.1,112.8,3.7,37.5,69,67.3,70.2,9.1,30.8,67.1,23.2
SCA-6_Chr3v1_08621,KLDC4,171.8,163.8,179.8,1.16,0.1,0.43,0.5,6.20E-01,1.00E+00,0.9998,6159,163.3,165.8,157.1,265.4,192.5,106.3,244.5,160.4,107.5,179.1,111.5,112.5,442.1,348,205.7,0,229.2,108.4,174.9,144.8,136.4,146.4,95.6,125.5
SCA-6_Chr3v1_08622,SCA-6_Chr3v1_08622,111.5,101.5,121.6,1.017,0.1,0.31,0.08,9.40E-01,1.00E+00,0.9998,6160,68.3,62.6,83,49,58.8,94,71.8,129.1,116.1,33.3,173.6,278.2,139.5,61.5,46.9,290.6,61.7,133.4,60.5,116.3,98.9,100.2,215,134.6
SCA-6_Chr3v1_08623,SCA-6_Chr3v1_08623,3.5,5.3,1.8,0.154,0.1,1.54,-1.75,7.90E-02,1.00E+00,0.9998,6161,0,0,0,0,10.3,12.3,16.6,3.8,8.6,9.9,1.8,0,0,0,0,0,0,1.8,0,3.3,0,1.7,5.6,9.1
SCA-6_Chr3v1_08624,ELP3,32.3,28.4,36.1,1.246,0.1,0.83,0.38,7.00E-01,1.00E+00,0.9998,6162,12.9,5.8,26.2,0,0,5.7,34.3,48.4,96.8,0,82.3,29,0,37.9,21.7,0,36.2,43.9,21.3,69.1,8,19.7,87.9,87.8
SCA-6_Chr3v1_08625,SCA-6_Chr3v1_08625,14.2,12.2,16.1,1.858,0.1,0.89,1.01,3.10E-01,1.00E+00,0.9998,6163,24.7,4.6,15.3,34.7,0,12.3,11.4,8.5,11.8,23.5,0,0,94.7,23.6,0,0,8,3.6,10.1,19.7,19.3,9.4,0,4.5
SCA-6_Chr3v1_08626,TELO2,16.3,17.1,15.5,0.901,0.1,0.87,-0.17,8.60E-01,1.00E+00,0.9998,6164,0,23.2,25.3,0,2.9,18.8,36.4,31.3,16.1,4.9,17.4,29,2.6,0,0,0,30.8,15.2,62.8,24.1,12.5,10.3,7.1,20.9
SCA-6_Chr3v1_08627,RR21,29.1,34.7,23.4,0.691,0.1,0.79,-0.67,5.00E-01,1.00E+00,0.9998,6165,0,34.8,22.6,112.3,0,22.1,36.4,42.7,15.1,16.1,29.2,85.4,0,0,26.2,0,6.7,24.2,24.7,40.6,29.6,30,71.2,28.2
SCA-6_Chr3v1_08628,ULP2A,31.3,33.9,28.8,0.807,0.1,0.74,-0.42,6.80E-01,1.00E+00,0.9998,6166,8.9,17.4,17.2,67.4,38.2,25.3,25,32.3,76.3,0,64,34.2,0,86.4,40.6,0,21.4,34,16.8,20.8,0,34.3,36.1,54.6
SCA-6_Chr3v1_08629,PSMD6,254.3,208.2,300.4,1.198,0.1,0.31,0.85,4.00E-01,1.00E+00,0.9998,6167,163.3,236.5,272.6,108.2,399.8,212.6,139.4,236.3,136.5,139.6,352.8,100.6,127.6,293.1,296.8,275.8,175.6,314.3,181.6,179.9,202.3,237.2,532.8,787.3
SCA-6_Chr3v1_08630,ADCK1,10.8,14.4,7.2,0.691,0.1,1.07,-0.5,6.20E-01,1.00E+00,0.9998,6168,14.8,23.2,5.4,0,64.7,26.2,13.5,13.3,0,0,11.9,0,25,0,0,0,22.8,14.3,14.6,7.7,0,0.9,1,0
SCA-6_Chr3v1_08631,SCA-6_Chr3v1_08631,51.4,32.3,70.6,1.884,0.1,0.53,1.73,8.30E-02,1.00E+00,0.9998,6169,28.7,25.5,36.1,0,5.9,57.2,12.5,23.7,35.5,18.5,43,101.1,140.8,61.5,37.9,270.1,16.1,53.7,3.4,58.1,46.6,64.2,51.9,42.8
SCA-6_Chr3v1_08632,SCA-6_Chr3v1_08632,10,12.4,7.7,0.32,0.1,1.58,-1.04,3.00E-01,1.00E+00,0.9998,6170,0,0,19,0,92.6,7.4,0,0,0,28.4,0.9,0,10.5,0,0,57.8,0,12.5,0,0,0,7.7,0,3.6
SCA-6_Chr3v1_08633,NDK2,31.3,23.6,39,1.622,0.1,0.61,1.14,2.60E-01,1.00E+00,0.9998,6171,15.8,27.8,48.7,0,0,51.5,10.4,22.8,25.8,8.6,28.3,43.7,36.8,51,38.8,5.3,4,90.5,9,65.8,48.9,24.8,38.1,55.5
SCA-6_Chr3v1_08641,SCA-6_Chr3v1_08641,56.3,41.4,71.2,1.679,0.1,0.59,1.28,2.00E-01,1.00E+00,0.9998,6172,85.1,49.9,30.7,14.3,70.6,63.8,23.9,2.8,22.6,81.5,44.8,7.1,15.8,247.3,47.8,214.7,80.4,99.4,20.2,3.3,48.9,27.4,20.8,28.2
SCA-6_Chr3v1_08642,G3PC,37.3,39.7,34.8,0.61,0.1,0.64,-1.11,2.70E-01,1.00E+00,0.9998,6173,12.9,4.6,46,26.5,55.9,9.8,8.3,78.8,44.1,6.2,69.5,113.5,0,1.3,38.8,143,25.5,52.8,14.6,20.8,0,19.7,49.8,51.8
SCA-6_Chr3v1_08643,SCA-6_Chr3v1_08643,73.8,85.8,61.9,0.707,0.1,0.63,-0.8,4.20E-01,1.00E+00,0.9998,6174,148.5,206.4,85.8,0,164.6,35.2,106.1,36.1,26.9,171.7,8.2,40.4,142.1,0,69.5,99.6,2.7,31.3,83,40.6,85.3,101.1,47.8,39.6
SCA-6_Chr3v1_08644,PTA10,133.4,167.4,99.4,0.604,0.1,0.47,-1.55,1.20E-01,1.00E+00,0.9998,6175,107.9,107.8,129.1,316.4,199.9,66.2,165.4,239.1,162.3,165.5,173.6,175.2,76.3,10.5,120.9,0,83.1,105.7,149.1,131.7,167.1,122.5,130.1,95.5
SCA-6_Chr3v1_08645,GTE10,183.4,158.6,208.2,1.173,0.1,0.31,0.74,4.60E-01,1.00E+00,0.9998,6176,162.4,194.8,176,22.5,144,132.5,81.2,197.4,136.5,166.7,167.2,321.4,78.9,205.4,245.4,469.6,76.4,254.3,196.2,194.2,131.9,188.4,251.1,206
SCA-6_Chr3v1_08646,SCA-6_Chr3v1_08646,781.3,812.3,750.4,0.92,0.1,0.45,-0.27,7.90E-01,1.00E+00,0.9998,6177,301,274.8,125.5,602.2,214.6,862.6,2362.9,1656.9,1139.5,353.3,937.7,916.7,340.8,294.4,275.1,163.5,1836.4,302.7,1724.4,1644.6,638.9,722.8,603.4,457.5
SCA-6_Chr3v1_08647,MASY,26.9,19.7,34.2,2.331,0.1,0.66,1.85,6.50E-02,1.00E+00,0.9998,6178,22.8,10.4,29.8,0,20.6,31.9,30.2,50.3,21.5,16.1,2.7,0,17.1,19.6,20.7,0,44.2,9,75.1,121.8,43.2,36.8,18.3,4.5
