name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,OTA_1_R1,OTA_1_R2,OTA_1_R3,OTA_2_R1,OTA_2_R2,OTA_2_R3,OTA_3_R1,OTA_3_R2,OTA_3_R3,OTA_4_R1,OTA_4_R2,OTA_4_R3,PTA_1_R1,PTA_1_R2,PTA_1_R3,PTA_2_R1,PTA_2_R2,PTA_2_R3,PTA_3_R1,PTA_3_R2,PTA_3_R3,PTA_4_R1,PTA_4_R2,PTA_4_R3
SCA-6_Chr2v1_05799,RTNLR,66.9,83.7,50.1,0.771,0.2,0.66,-0.57,5.70E-01,1.00E+00,0.9998,4630,85.1,255.1,172.4,144.9,77.9,47.4,66.6,8.5,7.5,113.6,25.6,0,153.9,70.7,64.1,0,21.4,67.2,13.5,24.1,46.6,45.4,21.4,73.2
SCA-6_Chr2v1_05800,Y4844,159.2,112.7,205.6,1.544,0.2,0.49,1.29,2.00E-01,1.00E+00,0.9998,4631,70.3,19.7,155.3,0,41.2,91.6,89.5,316.9,189.2,54.3,221.2,103,27.6,85,177.7,329.9,120.6,312.6,104.3,283.1,136.4,173.8,352.3,364.3
SCA-6_Chr2v1_05801,NFD6,5.4,6.7,4,0.595,0.2,1.4,-0.53,5.90E-01,1.00E+00,0.9998,4632,10.9,12.8,0.9,0,17.6,17.2,0,3.8,7.5,3.7,6.4,0,0,0,9,0,0,1.8,0,24.1,0,0,0,12.7
SCA-6_Chr2v1_05802,NCBP2,77.3,58.4,96.1,1.097,0.2,0.63,0.21,8.30E-01,1.00E+00,0.9998,4633,55.4,4.6,98.4,0,64.7,45.8,18.7,117.7,84.9,22.2,137.1,51.7,3.9,0,59.5,321.7,34.9,180.9,17.9,83.4,17.1,80.5,164.7,189.2
SCA-6_Chr2v1_05803,DCA13,97.6,98.7,96.5,0.916,0.2,0.32,-0.39,6.90E-01,1.00E+00,0.9998,4634,107.9,113.6,61.4,167.4,33.8,55.6,99.9,119.6,86,111.2,117.9,110.1,77.6,24.9,113.7,202.9,100.5,53.7,120,59.2,84.1,129.3,116.4,75.5
SCA-6_Chr2v1_05804,C7A29,45.5,40.3,50.8,1.221,0.2,0.52,0.55,5.80E-01,1.00E+00,0.9998,4635,19.8,55.7,12.6,0,20.6,68.7,28.1,78.8,31.2,51.9,69.5,46.5,0,51,48.7,77.5,81.8,44.8,60.5,64.7,38.7,34.3,90.5,17.3
SCA-6_Chr2v1_05805,PSD2A,880.2,1110.6,649.8,0.688,0.2,0.39,-1.39,1.70E-01,1.00E+00,0.9998,4636,1002.9,1647.7,626.5,3833.6,1475.7,714.6,643,377.7,384.9,1923.2,233,464.7,1923.5,310.1,700.9,479.9,520.1,373.5,525.8,486,877.6,507,539.4,553.5
SCA-6_Chr2v1_05807,SCA-6_Chr2v1_05807,16.8,17.3,16.2,1.099,0.2,0.98,0.14,8.90E-01,1.00E+00,0.9998,4637,14.8,27.8,58.7,16.3,0,13.1,0,15.2,2.2,18.5,41.1,0,19.7,0,48.7,0,0,18.8,15.7,43.9,0,8.6,20.3,19.1
SCA-6_Chr2v1_05808,GLK1,160.5,212.4,108.6,0.543,0.2,0.51,-1.72,8.50E-02,1.00E+00,0.9998,4638,223.7,513.7,225.7,114.3,496.8,210.1,168.6,63.6,45.2,358.2,29.2,99.7,281.6,40.6,112.8,0,103.2,61.8,174.9,85.6,205.8,110.5,69.1,56.9
SCA-6_Chr2v1_05810,TAX2,5.6,6.2,5.1,1.07,0.2,1.66,0.06,9.50E-01,1.00E+00,0.9998,4639,0,0,7.2,0,0,0,0,6.6,5.4,0,37.5,17.1,0,0,0,0,0,31.3,0,19.7,0,1.7,6.1,2.7
SCA-6_Chr2v1_05811,DNJB4,25.6,34.7,16.4,0.473,0.2,0.66,-1.64,1.00E-01,1.00E+00,0.9998,4640,20.8,4.6,37.9,124.5,44.1,28.6,22.9,9.5,9.7,37.1,38.4,38.5,53.9,2.6,31.6,0,1.3,17,3.4,16.5,6.8,24,19.3,20.9
SCA-6_Chr2v1_05812,RLT2,86.9,102.3,71.4,0.767,0.2,0.4,-0.95,3.40E-01,1.00E+00,0.9998,4641,115.8,190.2,93.9,51,119.1,86.7,117.6,71.2,138.7,108.7,100.5,34.2,232.9,73.3,35.2,0.4,79.1,77,77.4,66.9,61.4,101.9,17.3,34.6
SCA-6_Chr2v1_05813,RLT2,539.4,594.6,484.2,0.82,0.2,0.44,-0.65,5.10E-01,1.00E+00,0.9998,4642,803.9,612.2,457.7,690,614.4,583.8,803.2,325.5,553.6,1036.3,230.3,424.4,696,524.6,406.9,0,516.1,277.6,935.1,386.2,1000.4,687.7,233.3,146.4
SCA-6_Chr2v1_05814,RLT2,50.4,56.8,44,0.896,0.2,0.5,-0.32,7.50E-01,1.00E+00,0.9998,4643,133.6,44.1,37.9,32.7,94.1,60.5,131.1,56,62.4,17.3,4.6,7.1,147.4,44.5,23.5,49.2,14.7,92.2,51.6,21.9,25,30.8,23.9,3.6
SCA-6_Chr2v1_05819,SCA-6_Chr2v1_05819,142.4,196,88.7,0.499,0.2,0.63,-1.61,1.10E-01,1.00E+00,0.9998,4644,284.1,336.3,97.5,651.2,226.4,197,165.4,49.3,77.4,249.5,1.8,16.6,315.8,0,51.4,0,99.2,41.2,167.1,34,204.6,137.9,10.7,2.3
SCA-6_Chr2v1_05820,HSL1,321.4,277.9,364.8,1.382,0.2,0.37,1.26,2.10E-01,1.00E+00,0.9998,4645,164.3,284.1,284.4,0,317.5,329.5,351.7,516.2,379.5,247,303.4,157.1,371,257.7,394.2,254.5,329.7,353.7,519.1,365.3,552.5,333.1,374.2,272.9
SCA-6_Chr2v1_05821,NAC73,178.6,175.4,181.7,1.005,0.2,0.46,0.02,9.90E-01,1.00E+00,0.9998,4646,150.5,256.3,109.2,138.8,277.8,185.6,232,133.8,107.5,273,106,134.8,344.7,440.9,115.5,0,325.7,88.7,363.3,114.1,168.2,113.9,33.6,71.4
SCA-6_Chr2v1_05823,MT21E,54.2,52,56.5,1.032,0.2,0.58,0.08,9.40E-01,1.00E+00,0.9998,4647,106.9,63.8,92.1,32.7,13.2,56.4,51,44.6,23.7,37.1,46.6,56,84.2,0,103.7,0,13.4,21.5,91.9,72.4,134.1,53.1,65.1,38.2
SCA-6_Chr2v1_05825,SCA-6_Chr2v1_05825,27.4,23.3,31.5,1.363,0.2,0.73,0.62,5.40E-01,1.00E+00,0.9998,4648,8.9,5.8,46,0,10.3,25.3,5.2,43.7,46.2,7.4,53,28,0,2.6,55,0,25.5,52.8,31.4,41.7,27.3,45.4,73.2,22.7
SCA-6_Chr2v1_05826,GRXC9,23.7,25.7,21.8,1.079,0.2,0.68,0.16,8.70E-01,1.00E+00,0.9998,4649,51.5,26.7,21.7,20.4,42.6,5.7,39.5,15.2,30.1,23.5,30.2,1.4,7.9,0,44.2,0,0,69,9,39.5,33,27.4,22.9,8.6
SCA-6_Chr2v1_05827,PHB2,161.7,144.1,179.4,1.042,0.2,0.45,0.13,8.90E-01,1.00E+00,0.9998,4650,74.2,81.2,171.5,0,160.2,105.5,95.7,226.8,187.1,111.2,337.2,178,81.6,41.9,164.2,209.8,29.5,337.6,86.3,166.8,89.8,217.5,376.2,351.6
SCA-6_Chr2v1_05828,SCA-6_Chr2v1_05828,59.4,63.3,55.5,0.769,0.2,0.56,-0.68,5.00E-01,1.00E+00,0.9998,4651,39.6,46.4,26.2,69.4,16.2,49.1,40.6,93,65.6,38.3,202,73.1,13.2,82.4,12.6,0,18.8,95.8,40.4,41.7,61.4,40.3,145.4,114.2
SCA-6_Chr2v1_05830,MLO12,20.2,20.1,20.4,0.898,0.2,1.01,-0.15,8.80E-01,1.00E+00,0.9998,4652,11.9,0,13.5,59.2,61.7,8.2,0,13.3,22.6,7.4,2.7,40.8,0,119.1,47.8,0,18.8,23.3,0,0,0,12.8,12.2,10.5
SCA-6_Chr2v1_05833,VOZ1,244,228.1,259.9,1.195,0.2,0.27,0.93,3.50E-01,1.00E+00,0.9998,4653,258.4,163.5,201.3,140.9,267.5,237.1,373.5,161.3,248.3,281.6,243.1,160.5,384.2,278.7,127.2,79.5,426.3,188.1,367.8,218.3,183,266.3,322.8,277
SCA-6_Chr2v1_05834,OPA3,18.4,18.9,17.9,1.325,0.2,0.8,0.51,6.10E-01,1.00E+00,0.9998,4654,13.9,32.5,10.8,81.7,0,9,19.8,26.6,0,21,6.4,5.2,59.2,62.8,0,0,1.3,5.4,17.9,14.3,27.3,12.8,6.6,6.8
SCA-6_Chr2v1_05835,ACOX3,24.1,22.1,26.2,1.242,0.2,0.63,0.49,6.20E-01,1.00E+00,0.9998,4655,43.6,3.5,32.5,0,33.8,32.7,37.5,15.2,5.4,29.6,10.1,21.4,64.5,37.9,11.7,0,34.9,18.8,51.6,8.8,10.2,36.8,22.4,16.4
SCA-6_Chr2v1_05836,VIPI,35.6,41.2,30.1,0.717,0.2,0.66,-0.73,4.60E-01,1.00E+00,0.9998,4656,31.7,10.4,93,53.1,0,41.7,55.1,65.5,21.5,27.2,36.6,58.9,10.5,0,27.1,0,56.3,42.1,14.6,56,34.1,42,33,45
SCA-6_Chr2v1_05837,ZDHC9,352.2,350.6,353.8,0.909,0.2,0.27,-0.51,6.10E-01,1.00E+00,0.9998,4657,398,172.8,256.4,347,407.1,277.2,226.8,230.6,297.8,354.5,343.6,895.8,94.7,452.7,379.8,223.3,206.4,309.9,298.2,322.6,198.9,399.9,740.2,619.4
SCA-6_Chr2v1_05839,POT5,3.7,4.2,3.2,0.323,0.2,1.7,-0.96,3.40E-01,1.00E+00,0.9998,4658,4,0,0,0,11.8,4.9,9.4,6.6,5.4,0,8.2,0,0,0,0,0,0,18.8,0,0,0,0,15.3,4.5
SCA-6_Chr2v1_05842,PUB43,56.4,60,52.8,0.791,0.2,0.6,-0.57,5.70E-01,1.00E+00,0.9998,4659,83.2,11.6,34.3,0,44.1,22.9,150.9,65.5,49.5,24.7,21.9,210.8,69.7,0,56.8,159.8,20.1,49.3,59.4,34,0,53.1,82.9,48.7
SCA-6_Chr2v1_05844,NUD13,69.9,56.3,83.6,1.533,0.2,0.47,1.3,1.90E-01,1.00E+00,0.9998,4660,70.3,11.6,71.3,0,120.5,103.8,7.3,62.6,66.7,39.5,62.1,60.3,55.3,47.1,92.9,131.6,144.8,136.1,93.1,92.2,70.5,67.7,26.9,44.6
SCA-6_Chr2v1_05845,PP330,5.7,6.2,5.3,0.92,0.2,1.32,-0.09,9.30E-01,1.00E+00,0.9998,4661,2,3.5,11.7,0,32.3,0,0,6.6,0,12.4,5.5,0,22.4,0,0,0,6.7,1.8,3.4,0,0,9.4,12.7,6.8
SCA-6_Chr2v1_05846,GH317,439,434.8,443.2,1.137,0.2,0.38,0.48,6.30E-01,1.00E+00,0.9998,4662,578.2,456.9,542.5,614.4,843.7,506.1,440.1,393.8,194.6,368.1,235.8,43.2,588.1,901.5,767.7,570.1,294.9,798,141.3,133.8,139.8,295.5,339.1,348.8
SCA-6_Chr2v1_05849,SCA-6_Chr2v1_05849,81.1,55.4,106.8,1.495,0.2,0.55,1.05,2.90E-01,1.00E+00,0.9998,4663,58.4,32.5,73.1,0,19.1,49.1,29.1,75,102.1,21,151.7,53.2,113.1,0,97.4,417.6,49.6,184.5,13.5,56,94.4,77.1,96.6,81.4
SCA-6_Chr2v1_05850,Y4141,115.4,129.1,101.8,0.763,0.2,0.47,-0.83,4.10E-01,1.00E+00,0.9998,4664,77.2,75.4,102,179.6,158.7,112,45.8,102.5,91.4,142,181.9,280.6,34.2,56.3,104.6,0,118,166.6,63.9,114.1,142.1,84.8,129.1,207.8
SCA-6_Chr2v1_05851,RING3,5.9,5.6,6.2,1.208,0.2,1.28,0.21,8.30E-01,1.00E+00,0.9998,4665,7.9,0,4.5,0,0,10.6,0,5.7,14,8.6,15.5,0,0,17,0,0,2.7,19.7,0,9.9,0,6.9,15.8,2.3
SCA-6_Chr2v1_05852,PTR49,14.1,18.1,10,0.702,0.2,0.88,-0.58,5.60E-01,1.00E+00,0.9998,4666,19.8,4.6,9,30.6,45.6,11.4,10.4,0,51.6,9.9,24.7,0,7.9,0,4.5,20.1,0,29.6,0,29.6,5.7,13.7,8.1,0.9
SCA-6_Chr2v1_05853,MDA2,121.6,113.4,129.9,1.144,0.2,0.33,0.58,5.60E-01,1.00E+00,0.9998,4667,84.1,198.3,111.9,159.2,148.5,78.5,124.9,99.6,68.8,179.1,83.2,24.2,201.3,126.9,86.6,254.1,108.6,55.5,132.3,87.8,141,101.9,175.4,87.3
SCA-6_Chr2v1_05854,SCA-6_Chr2v1_05854,2.2,3.6,0.8,0.189,0.2,2.49,-0.97,3.30E-01,1.00E+00,0.9998,4668,0,0,17.2,0,0,0,0,10.4,0,6.2,9.1,0,0,0,0,0,0,7.2,0,0,0,0,0,2.7
SCA-6_Chr2v1_05856,CP511,415,340.9,489.1,1.068,0.2,0.4,0.23,8.10E-01,1.00E+00,0.9998,4669,96,69.6,487.5,44.9,102.9,314,206,468.8,519.2,107.5,582.2,1091.8,126.3,121.7,289.6,840.1,139.4,677.1,150.2,256.7,292.2,527.5,1055.4,1393.1
SCA-6_Chr2v1_05857,FKB19,69.2,67.8,70.6,0.992,0.2,0.64,-0.02,9.90E-01,1.00E+00,0.9998,4670,39.6,9.3,85.8,0,27.9,45.8,23.9,123.4,175.2,37.1,100.5,145.3,3.9,56.3,80.3,0,68.4,135.2,34.8,110.8,39.8,33.4,96.1,188.3
SCA-6_Chr2v1_05858,SCA-6_Chr2v1_05858,1014.9,971.9,1058,0.933,0.2,0.32,-0.32,7.50E-01,1.00E+00,0.9998,4671,610.8,420.9,1204.2,596.1,796.6,776.8,428.7,1484.2,1190.1,426.1,1748.3,1979.5,142.1,673.8,1024.8,1111.4,615.3,1560.1,639.1,1152,713.9,833.3,1930.8,2299.5
SCA-6_Chr2v1_05860,IRX10,90,75.7,104.3,1.127,0.2,0.4,0.43,6.60E-01,1.00E+00,0.9998,4672,21.8,23.2,79.4,65.3,35.3,63,33.3,92,158,32.1,156.3,148.6,25,91.6,115.5,268.4,127.3,111.9,48.2,31.8,48.9,75.4,156.6,151.4
SCA-6_Chr2v1_05861,PITC,74.5,69.3,79.7,1.251,0.2,0.41,0.78,4.30E-01,1.00E+00,0.9998,4673,64.3,81.2,28,175.6,104.4,48.2,85.3,74,43,63,32.9,32.3,196,15.7,111.9,115.2,101.9,85.1,31.4,106.4,80.7,30,46.8,35
SCA-6_Chr2v1_05862,UCRI1,3.6,3.2,3.8,0.784,0.2,1.78,-0.2,8.40E-01,1.00E+00,0.9998,4674,0,4.6,0,0,0,0,22.9,0,9.7,0,1.8,0,0,0,13.5,0,0,13.4,0,0,13.6,0,1.5,4.1
SCA-6_Chr2v1_05864,SYGM1,187.4,177.7,197.2,1.036,0.2,0.36,0.14,8.90E-01,1.00E+00,0.9998,4675,135.6,111.3,192.3,136.8,169,178.2,107.2,346.4,190.3,98.8,214.8,251.6,42.1,132.1,244.5,34.4,138.1,359.1,108.8,249,131.9,191,344.7,390.7
SCA-6_Chr2v1_05865,ORTH2,38.4,56.1,20.6,0.403,0.2,0.83,-1.58,1.10E-01,1.00E+00,0.9998,4676,52.5,142.6,31.6,128.6,99.9,17.2,30.2,0.9,1.1,113.6,12.8,41.8,63.2,0,58.6,0,29.5,1.8,13.5,1.1,15.9,28.3,0,35.9
SCA-6_Chr2v1_05866,SCA-6_Chr2v1_05866,552.6,594,511.3,0.894,0.2,0.47,-0.35,7.30E-01,1.00E+00,0.9998,4677,272.2,197.1,789.9,95.9,98.5,564.2,507.7,843.6,1601.8,128.5,1062,966.5,36.8,298.3,498,64.3,407.5,871.4,430.5,915,727.5,600.3,726.5,559.4
SCA-6_Chr2v1_05867,EF113,41.6,28.9,54.2,1.73,0.2,0.6,1.33,1.90E-01,1.00E+00,0.9998,4678,4,24.4,19.9,0,13.2,17.2,29.1,29.4,89.2,13.6,57.6,48.9,0,52.3,7.2,126.2,56.3,32.2,26.9,54.9,114.8,59.9,45.2,75
SCA-6_Chr2v1_05869,SCA-6_Chr2v1_05869,7.4,6.8,7.9,1.223,0.2,1.42,0.21,8.40E-01,1.00E+00,0.9998,4679,0,13.9,24.4,0,0,1.6,0,18,10.8,6.2,7.3,0,0,0,20.7,0,0,30.4,0,0,0,18.8,12.2,12.3
SCA-6_Chr2v1_05871,OTUBL,176.2,160.5,191.8,1.189,0.2,0.41,0.61,5.40E-01,1.00E+00,0.9998,4680,158.4,41.7,241,0,85.2,113.7,149.8,227.7,299.9,111.2,289.7,207.9,96,141.3,131.7,239.7,142.1,274,135.7,257.8,146.6,259.5,218.6,258.3
SCA-6_Chr2v1_05872,OML4,184.2,177.1,191.3,1.073,0.2,0.3,0.34,7.30E-01,1.00E+00,0.9998,4681,228.7,201.8,182.3,157.2,246.9,228.1,181,115.8,173.1,107.5,90.5,211.7,257.9,452.7,221.9,232.4,272.1,89.6,111,129.5,134.1,131,113.9,149.2
SCA-6_Chr2v1_05874,ASR3,121.4,117.6,125.3,1.136,0.2,0.37,0.5,6.20E-01,1.00E+00,0.9998,4682,60.4,64.9,65.9,55.1,91.1,103.8,298.6,174.6,161.3,114.9,157.2,63.1,119.7,37.9,46,110.7,250.7,142.4,236.6,137.1,77.3,122.5,153,69.6
SCA-6_Chr2v1_05875,SCA-6_Chr2v1_05875,17.1,20.4,13.8,0.589,0.2,0.82,-0.93,3.50E-01,1.00E+00,0.9998,4683,34.6,29,0,18.4,29.4,16.4,16.6,8.5,1.1,16.1,27.4,47.5,0,55,3.6,0,17.4,23.3,21.3,16.5,4.5,14.6,0,10
SCA-6_Chr2v1_05876,AGD3,825.2,818.9,831.5,1.024,0.2,0.18,0.19,8.50E-01,1.00E+00,0.9998,4684,1031.6,745.6,919,704.3,899.5,1058,892.7,595.9,739.6,965.9,509,765.7,907.8,1138.3,956.2,673.7,801.6,866,673.8,618.8,665,943.7,821,911.9
SCA-6_Chr2v1_05877,CRN,157.2,128.9,185.5,1.385,0.2,0.3,1.55,1.20E-01,1.00E+00,0.9998,4685,159.4,104.4,200.4,102.1,94.1,176.6,126.9,49.3,144.1,134.6,133.4,122,168.4,451.4,218.3,262.7,118,142.4,83,95.4,131.9,148.2,187.1,218.8
SCA-6_Chr2v1_05878,LIRP1,803.5,835.7,771.4,0.888,0.2,0.4,-0.43,6.70E-01,1.00E+00,0.9998,4686,234.6,243.5,572.3,138.8,366,518.4,455.7,1215.6,1650.2,311.3,1547.2,2774.7,88.2,422.6,608,849.5,545.6,991.4,673.8,1218.9,796.9,545.5,1411.2,1105.2
SCA-6_Chr2v1_05879,SCA-6_Chr2v1_05879,10.2,5,15.5,3.409,0.2,1.29,1.37,1.70E-01,1.00E+00,0.9998,4687,3,9.3,11.7,0,0,0,0,0,0,27.2,9.1,0,64.5,0,19.8,0,2.7,21.5,0,0,5.7,25.7,31,14.6
SCA-6_Chr2v1_05881,ARFB,594.5,605.6,583.4,0.988,0.2,0.35,-0.05,9.60E-01,1.00E+00,0.9998,4688,670.2,560.1,483.9,1161.5,621.7,498.8,675.3,421.3,520.3,686.8,350.9,616.2,857.8,563.9,439.3,13.9,506.7,420,855.5,445.4,1207.3,801.6,422.5,466.6
SCA-6_Chr2v1_05882,AK1,79,100.8,57.1,0.583,0.2,0.56,-1.39,1.70E-01,1.00E+00,0.9998,4689,90.1,202.9,109.2,132.7,86.7,94,62.4,56.9,23.7,186.5,101.4,63.6,90.8,0,104.6,0,73.7,64.5,34.8,18.7,80.7,48,101.7,68.2
SCA-6_Chr2v1_05883,PP378,6.7,9,4.4,0.352,0.2,1.35,-1.11,2.70E-01,1.00E+00,0.9998,4690,0,0,11.7,40.8,25,7.4,8.3,0,9.7,0,0,4.7,0,0,0,12.7,0,0.9,5.6,25.2,0,0,5.6,2.3
SCA-6_Chr2v1_05884,NDX1,10.3,5.2,15.4,3.836,0.2,0.97,2,4.60E-02,1.00E+00,0.9998,4691,9.9,2.3,7.2,0,0,13.1,4.2,5.7,14,0,6.4,0,0,62.8,4.5,0,0,19.7,22.4,16.5,27.3,8.6,15.3,8.2
SCA-6_Chr2v1_05885,SCP45,48.7,49.2,48.2,0.928,0.2,0.65,-0.16,8.70E-01,1.00E+00,0.9998,4692,56.4,33.6,84.9,36.7,23.5,29.4,8.3,37,33.3,160.6,25.6,61.7,88.2,0,78.5,0,29.5,77,23.5,18.7,5.7,77.1,38.6,141.9
SCA-6_Chr2v1_05886,SCD2,103.4,121.2,85.7,0.705,0.2,0.48,-1.04,3.00E-01,1.00E+00,0.9998,4693,95,176.3,106.5,167.4,214.6,93.2,67.6,49.3,104.3,171.7,32,176.1,147.4,99.4,88.4,0,46.9,78.8,39.2,35.1,133,126.7,103.2,130.5
SCA-6_Chr2v1_05887,NET2D,21.8,19.9,23.7,1.008,0.2,1.18,0.01,9.90E-01,1.00E+00,0.9998,4694,42.6,51,4.5,0,36.7,40.1,0,19.9,0,44.5,0,0,0,34,42.4,122.9,45.6,9.9,0,0,17.1,0,0,12.3
SCA-6_Chr2v1_05888,CPL3,647,649.3,644.7,1.036,0.2,0.22,0.22,8.20E-01,1.00E+00,0.9998,4695,789,517.2,520,757.3,576.2,618.1,898.9,624.4,490.2,985.7,419.5,595.3,992,718.3,470,564.7,721.2,418.2,861.1,623.2,817.3,900.9,262.8,387
SCA-6_Chr2v1_05891,PP377,47.1,50.7,43.5,0.86,0.2,0.6,-0.36,7.20E-01,1.00E+00,0.9998,4696,50.5,17.4,86.7,59.2,75,17.2,54.1,51.2,68.8,61.8,36.6,29.9,0,24.9,65.9,0,10.7,63.6,48.2,20.8,26.1,102.8,55.9,102.8
SCA-6_Chr2v1_05892,TIF9,322.8,212.3,433.2,1.892,0.2,0.35,2.64,8.30E-03,1.00E+00,0.9998,4697,136.6,102,132.7,191.9,38.2,79.3,408.9,489.7,279.5,213.7,270.5,204.6,314.4,477.5,427.6,232.4,234.6,226.6,334.1,531,317.2,620,733.1,750.4
SCA-6_Chr2v1_05894,SCA-6_Chr2v1_05894,2.6,3.3,2,0.5,0.2,1.98,-0.5,6.10E-01,1.00E+00,0.9998,4698,0,0,0,0,0,0,7.3,1.9,16.1,9.9,4.6,0,0,0,15.3,0,0,0,0,0,0,1.7,0.5,5.9
SCA-6_Chr2v1_05895,GEML5,23,21,25,0.828,0.2,0.89,-0.31,7.60E-01,1.00E+00,0.9998,4699,0,2.3,10.8,24.5,0,27.8,15.6,45.5,35.5,7.4,35.6,47,0,6.5,14.4,0,1.3,75.2,0,21.9,13.6,6,106.2,55
SCA-6_Chr2v1_05896,SCA-6_Chr2v1_05896,103.5,93.8,113.2,1.077,0.2,0.38,0.28,7.80E-01,1.00E+00,0.9998,4700,157.4,104.4,116.4,112.3,39.7,35.2,70.8,38.9,59.1,106.2,19.2,265.8,106.6,68,130.8,47.1,33.5,77,75.1,68,93.2,168.7,186.1,304.3
SCA-6_Chr2v1_05898,GILP,206.6,183,230.2,0.907,0.2,0.55,-0.26,8.00E-01,1.00E+00,0.9998,4701,135.6,27.8,93.9,0,119.1,91.6,72.8,389.1,261.2,55.6,516.4,433.4,47.4,7.9,86.6,282.4,77.7,331.4,42.6,343.4,111.4,161,728,542.1
SCA-6_Chr2v1_05900,COL14,532.3,553.4,511.1,1.076,0.2,0.44,0.24,8.10E-01,1.00E+00,0.9998,4702,560.3,825.6,211.2,1094.1,443.9,560.9,706.5,338.8,389.2,905.4,421.3,183.7,847.3,370.3,476.3,0,655.5,390.5,655.9,593.5,1175.4,387.1,351.3,230.6
SCA-6_Chr2v1_05902,LRR1,18.5,17.8,19.2,1.033,0.2,1.09,0.04,9.70E-01,1.00E+00,0.9998,4703,3,0,26.2,0,22,21.3,15.6,0,0,23.5,12.8,88.8,0,7.9,54.1,0,0,35.8,0,6.6,0,25.7,18.8,81
SCA-6_Chr2v1_05903,Y2349,229.2,197.8,260.7,1.288,0.2,0.26,1.39,1.70E-01,1.00E+00,0.9998,4704,162.4,284.1,119.2,75.5,277.8,168.4,265.3,222.1,180.6,203.8,209.3,204.6,210.5,113.8,252.6,391.4,298.9,163,245.5,324.7,416.1,229.5,216.1,266.1
SCA-6_Chr2v1_05904,ODPB1,106.2,80.9,131.4,1.339,0.2,0.63,0.67,5.10E-01,1.00E+00,0.9998,4705,48.5,11.6,149.8,0,44.1,44.2,12.5,214.5,68.8,11.1,155.4,210.8,48.7,136.1,146.1,0.4,60.3,215.8,44.8,88.9,14.8,86.5,314.7,419.3
SCA-6_Chr2v1_05906,SCA-6_Chr2v1_05906,10.4,11.5,9.3,0.97,0.2,1.57,-0.03,9.80E-01,1.00E+00,0.9998,4706,0,0,0,0,0,0,65.5,52.2,18.3,0,1.8,0,0,0,0,0,12.1,9.9,53.8,26.3,9.1,0,0,0
SCA-6_Chr2v1_05907,SCA-6_Chr2v1_05907,158.1,118.6,197.6,1.335,0.2,0.35,1.2,2.30E-01,1.00E+00,0.9998,4707,123.7,62.6,184.2,63.3,16.2,165.2,55.1,121.5,143,90.2,137.1,260.6,92.1,260.4,225.5,506.1,124.7,172.8,50.5,158,76.2,109.6,267.9,327.5
SCA-6_Chr2v1_05908,NAC83,2575.9,2404.6,2747.2,1.169,0.2,0.29,0.78,4.30E-01,1.00E+00,0.9998,4708,2255.2,2086,2088.9,2839.5,1242,1515.9,4638.3,2192.1,2641.4,3396.8,1567.3,2391.6,1428.8,2782.9,1792.5,3035.1,3363.1,1154.4,3620.4,5675.4,5038.2,2057.9,1639,1379
SCA-6_Chr2v1_05914,DCI1,26.6,22.7,30.5,1.821,0.2,0.84,1.03,3.00E-01,1.00E+00,0.9998,4709,2,16.2,26.2,0,60.3,20.4,20.8,46.5,38.7,0,41.1,0.5,0,0,27.1,0,104.6,25.1,59.4,32.9,39.8,32.5,25.4,19.1
SCA-6_Chr2v1_05916,PBS1,180.5,194.1,167,0.835,0.2,0.29,-0.89,3.70E-01,1.00E+00,0.9998,4710,135.6,329.3,125.5,165.3,89.7,134.1,271.6,195.5,187.1,190.2,215.7,289.1,69.7,52.3,124.5,119.7,218.5,166.6,187.2,266.6,178.5,200.4,232.3,187.8
SCA-6_Chr2v1_05918,GRXC1,4,3.1,4.9,2.071,0.2,1.61,0.65,5.10E-01,1.00E+00,0.9998,4711,2,10.4,4.5,0,0,0,1,0,0,19.8,0,0,0,0,0,0,10.7,3.6,13.5,0,0,11.1,4.6,15.5
SCA-6_Chr2v1_05929,SCA-6_Chr2v1_05929,69.8,79.5,60.1,0.772,0.2,0.51,-0.73,4.60E-01,1.00E+00,0.9998,4712,46.5,34.8,82.1,38.8,86.7,77.7,88.4,89.2,97.8,32.1,136.2,143.4,26.3,27.5,39.7,0,60.3,151.4,113.2,71.3,13.6,95.9,49.8,72.3
SCA-6_Chr2v1_05930,BAG5,35.3,41.3,29.4,0.834,0.2,0.62,-0.42,6.70E-01,1.00E+00,0.9998,4713,32.7,51,25.3,2,20.6,220.8,55.1,6.6,26.9,28.4,10.1,16.1,44.7,39.3,47.8,0,40.2,16.1,24.7,14.3,9.1,45.4,45.2,25.5
SCA-6_Chr2v1_05931,GGYF2,386.5,343.5,429.6,1.263,0.2,0.45,0.75,4.50E-01,1.00E+00,0.9998,4714,302.9,347.9,227.5,387.8,269,241.2,605.5,354.9,395.6,541,153.5,295.3,842,702.6,320.3,0,325.7,223.9,640.2,452,852.6,374.2,259.3,161.9
SCA-6_Chr2v1_05932,SLMH,36.8,30.3,43.3,1.288,0.2,0.89,0.41,6.80E-01,1.00E+00,0.9998,4715,0,2.3,56,0,0,8.2,9.4,32.3,74.2,1.2,127.9,52.2,0,74.6,20.7,0,8,38.5,15.7,12.1,20.5,48,158.1,123.3
