name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Early_OTA_1_R1,Early_OTA_1_R2,Early_OTA_1_R3,Early_OTA_2_R1,Early_OTA_2_R2,Early_OTA_2_R3,Early_PTA_1_R1,Early_PTA_1_R2,Early_PTA_1_R3,Early_PTA_2_R1,Early_PTA_2_R2,Early_PTA_2_R3
SCA-6_Chr5v1_16484,ERDL5,16.3,9.8,22.8,2.746,1.5,1.49,0.98,3.3e-01,1.0e+00,1,11429,7.1,2.1,10.4,0,21,18.2,0,0,62,0,44.9,30
SCA-6_Chr5v1_16485,ERDL5,50.4,31.4,69.3,1.468,0.6,0.77,0.72,4.7e-01,1.0e+00,1,11430,40.7,4.1,52.1,0,55.2,36.5,95.1,25.4,65.2,160.8,17,52.2
SCA-6_Chr5v1_16486,DMP10,72.5,75.1,69.9,0.496,-1,0.66,-1.53,1.3e-01,1.0e+00,1,11431,91.9,60.9,59.3,33.7,114.4,90.5,54.7,48.6,36.7,232.4,43.7,3.2
SCA-6_Chr5v1_16490,AT74,51.4,59.1,43.6,0.885,-0.2,0.64,-0.27,7.8e-01,1.0e+00,1,11432,67.2,69.1,40.9,55.1,101.2,21.2,78.4,62.4,20.4,0,43.7,56.9
SCA-6_Chr5v1_16491,RM45,49.6,51.9,47.4,0.486,-1,0.81,-1.28,2.0e-01,1.0e+00,1,11433,53.9,79.4,34.5,62.2,43.4,37.9,47.5,0,40,153.8,32.8,10.3
SCA-6_Chr5v1_16497,CUL1,3.1,4.9,1.3,0.176,-2.5,3.14,-0.8,4.2e-01,1.0e+00,1,11434,19.4,0,0,0,0,10.2,0,0,0,0,0,7.9
SCA-6_Chr5v1_16498,SCA-6_Chr5v1_16498,11.8,13.8,9.7,0.758,-0.4,1.62,-0.25,8.0e-01,1.0e+00,1,11435,5.3,7.2,27.2,37.3,0,5.8,32.1,0,16.3,0,9.7,0
SCA-6_Chr5v1_16500,VAR3,63.4,78.9,47.9,0.624,-0.7,0.9,-0.76,NA,NA,1,11436,66.3,110.4,56.1,113.7,55.2,71.5,203.2,0,17.9,0,36.4,30
SCA-6_Chr5v1_16501,REV3,47.5,61.1,33.8,0.798,-0.3,0.68,-0.48,6.3e-01,1.0e+00,1,11437,44.2,56.7,24,111.9,25,105.1,51.1,19.7,31,0,88.6,12.6
SCA-6_Chr5v1_16502,LOX16,58.7,80.1,37.3,0.555,-0.9,0.7,-1.22,2.2e-01,1.0e+00,1,11438,54.8,101.1,28.8,56.8,174.9,64.2,91.5,25.4,16.3,0,64.3,26.1
SCA-6_Chr5v1_16508,AXR4,58.3,78.6,37.9,0.581,-0.8,0.86,-0.92,3.6e-01,1.0e+00,1,11439,59.2,116.6,101,94.1,19.7,81,86.7,0,21.2,0,59.5,60.1
SCA-6_Chr5v1_16509,AMPP2,12.4,16.9,8,0.669,-0.6,1.75,-0.33,7.4e-01,1.0e+00,1,11440,0,21.7,23.2,23.1,0,33.6,0,0,0.8,0,30.3,16.6
SCA-6_Chr5v1_16511,LACS7,14.8,23.2,6.5,0.325,-1.6,1.27,-1.28,2.0e-01,1.0e+00,1,11441,23.9,8.3,9.6,42.6,34.2,20.4,0,0,17.1,0,10.9,11.1
SCA-6_Chr5v1_16512,EBM,8.4,9.6,7.2,0.316,-1.7,1.86,-0.89,3.7e-01,1.0e+00,1,11442,28.3,2.1,17.6,0,0,9.5,25,0,1.6,0,0,16.6
SCA-6_Chr5v1_16515,SCA-6_Chr5v1_16515,31.7,32.2,31.2,1.168,0.2,1.28,0.18,8.6e-01,1.0e+00,1,11443,54.8,34,75.3,0,0,29.2,0,19.7,57.9,0,44.9,64.8
SCA-6_Chr5v1_16517,KN14S,30.4,47.6,13.2,0.35,-1.5,1.28,-1.18,2.4e-01,1.0e+00,1,11444,96.4,71.2,76.9,0,26.3,14.6,0,33.5,16.3,0,0,29.2
SCA-6_Chr5v1_16518,EIF3E,55.6,40,71.3,1.106,0.1,1,0.15,8.8e-01,1.0e+00,1,11445,23,41.3,118.6,0,26.3,30.6,102.2,0,96.2,0,15.8,213.4
SCA-6_Chr5v1_16519,TANB,51,60.7,41.3,0.551,-0.9,0.9,-0.96,3.4e-01,1.0e+00,1,11446,33.6,93.9,61.7,44.4,64.4,66.4,146.2,0,66.9,0,15.8,19
SCA-6_Chr5v1_16524,CCP31,9.7,16.1,3.3,0.225,-2.2,1.39,-1.55,1.2e-01,1.0e+00,1,11447,26.5,2.1,4.8,37.3,23.7,2.2,8.3,0,4.1,0,4.9,2.4
SCA-6_Chr5v1_16526,PNC1,43.8,34.2,53.3,1.281,0.4,0.95,0.37,7.1e-01,1.0e+00,1,11448,11.5,45.4,45.7,1.8,23.7,77.3,0,70.5,47.3,106.7,47.3,48.2
SCA-6_Chr5v1_16530,UGPI4,9.3,12.7,5.9,0.64,-0.6,2.2,-0.29,7.7e-01,1.0e+00,1,11449,31.8,0,15.2,0,28.9,0,0,0,0,0,0,35.6
SCA-6_Chr5v1_16533,KIME,22.2,21.1,23.3,1.336,0.4,1.25,0.33,7.4e-01,1.0e+00,1,11450,30.1,14.4,44.9,5.3,9.2,22.6,0,0,28.5,0,51,60.1
SCA-6_Chr5v1_16534,AMI1,73.1,61.1,85.1,1.502,0.6,0.67,0.87,3.8e-01,1.0e+00,1,11451,52.2,62.9,44.1,46.2,50,110.9,25,12.7,104.4,73.4,173.5,121.7
SCA-6_Chr5v1_16535,AMI1,32.6,5.7,59.5,3.633,1.9,1.29,1.44,1.5e-01,1.0e+00,1,11452,12.4,10.3,3.2,0,0,8,0,0,41.6,253.2,37.6,24.5
SCA-6_Chr5v1_16536,TOPRS,5.1,7.4,2.8,0.408,-1.3,2.43,-0.53,5.9e-01,1.0e+00,1,11453,0,16.5,8.8,1.8,0,17.5,0,0,0.8,0,0,15.8
SCA-6_Chr5v1_16538,IDM2L,8,7.3,8.7,0.563,-0.8,1.69,-0.49,6.2e-01,1.0e+00,1,11454,5.3,9.3,18.4,7.1,0,3.6,7.1,0,17.1,0,0,27.7
SCA-6_Chr5v1_16540,CCX5,28.3,32.8,23.7,0.859,-0.2,0.99,-0.22,8.2e-01,1.0e+00,1,11455,17.7,17.5,32.9,19.5,47.3,62,51.1,0,11.4,0,52.2,27.7
SCA-6_Chr5v1_16544,LUL4,10.7,12.4,9.1,0.354,-1.5,1.44,-1.04,3.0e-01,1.0e+00,1,11456,5.3,7.2,8.8,16,28.9,8,35.6,0,16.3,0,0,2.4
SCA-6_Chr5v1_16545,ALG13,49.4,39.2,59.6,1.803,0.9,0.94,0.91,3.6e-01,1.0e+00,1,11457,54.8,43.3,73.7,0,1.3,62,57,101.8,70.9,0,40,87.7
SCA-6_Chr5v1_16548,ERCC1,33.5,33.2,33.8,1.198,0.3,1.12,0.23,8.2e-01,1.0e+00,1,11458,69.8,39.2,41.7,0,10.5,37.9,0,83.3,51.4,0,34,34
SCA-6_Chr5v1_16555,KN1,57.2,57.9,56.5,1.164,0.2,0.62,0.35,7.2e-01,1.0e+00,1,11459,47.7,46.4,98.6,51.5,15.8,87.5,55.8,68.2,61.2,0,51,102.8
SCA-6_Chr5v1_16556,SCA-6_Chr5v1_16556,34.4,19.7,49.2,2.358,1.2,1.06,1.17,2.4e-01,1.0e+00,1,11460,30.1,10.3,18.4,0,17.1,42.3,0,46.3,67.7,53,31.6,96.4
SCA-6_Chr5v1_16567,ALY2,67.4,80.2,54.6,0.816,-0.3,0.51,-0.58,5.6e-01,1.0e+00,1,11461,81.3,74.3,69.7,67.5,123.6,64.9,52.3,53.2,92.1,0,81.3,49
SCA-6_Chr5v1_16568,CCH11,34.5,37,32,1.085,0.1,0.89,0.13,8.9e-01,1.0e+00,1,11462,19.4,20.6,64.1,14.2,76.3,27.7,30.9,91.4,10.6,3.7,2.4,53
SCA-6_Chr5v1_16571,SCA-6_Chr5v1_16571,32.6,44.2,20.9,0.559,-0.8,1.03,-0.82,4.1e-01,1.0e+00,1,11463,68.9,19.6,41.7,32,64.4,38.7,76,0,4.9,0,40,4.7
SCA-6_Chr5v1_16572,IDD2,43.9,29.1,58.7,1.195,0.3,1.08,0.24,8.1e-01,1.0e+00,1,11464,0,28.9,12.8,76.4,23.7,32.8,45.2,0,73.4,202.8,18.2,12.6
SCA-6_Chr5v1_16573,PPD7,12.2,10.2,14.3,1.689,0.8,1.58,0.48,6.3e-01,1.0e+00,1,11465,5.3,7.2,4.8,0,21,22.6,17.8,0,0,0,41.3,26.9
SCA-6_Chr5v1_16576,SRC2,10.8,4.6,17,1.446,0.5,2.06,0.26,8.0e-01,1.0e+00,1,11466,0,2.1,3.2,0,22.4,0,0,0,74.2,0,0,27.7
SCA-6_Chr5v1_16579,AT18A,27.5,14.7,40.3,1.698,0.8,1.49,0.51,6.1e-01,1.0e+00,1,11467,0,0,14.4,0,30.2,43.8,0,33.5,0.8,107.1,54.6,45.8
SCA-6_Chr5v1_16580,DGP14,71.4,95.5,47.3,0.591,-0.8,0.57,-1.33,1.8e-01,1.0e+00,1,11468,73.4,39.2,66.5,190.1,122.3,81.7,63,54.4,75.8,0,37.6,53
SCA-6_Chr5v1_16581,H2A5,35,54.1,15.8,0.264,-1.9,0.86,-2.22,2.6e-02,1.0e+00,1,11469,49.5,75.3,62.5,71.1,46,20.4,34.5,0,23.6,0,9.7,26.9
SCA-6_Chr5v1_16584,BIP5,54.6,69.8,39.4,0.932,-0.1,0.84,-0.12,9.0e-01,1.0e+00,1,11470,27.4,80.5,20,214.9,32.9,43,114.1,6.9,50.6,0,53.4,11.1
SCA-6_Chr5v1_16587,RBOHB,14.6,28.8,0.4,0.017,-5.9,1.67,-3.5,4.7e-04,1.0e+00,1,11471,21.2,20.6,0.8,74.6,51.3,4.4,0,0,0,0,0,2.4
SCA-6_Chr5v1_16593,CLPR3,51.2,28.8,73.7,1.41,0.5,0.8,0.62,5.4e-01,1.0e+00,1,11472,30.9,38.2,15.2,0,52.6,35.7,95.1,42.8,23.6,228.7,21.8,30
SCA-6_Chr5v1_16594,TAZ,57.1,68.4,45.7,0.789,-0.3,0.56,-0.61,5.4e-01,1.0e+00,1,11473,68.9,98,59.3,39.1,93.4,51.8,41.6,64.8,47.3,0,84.9,35.6
SCA-6_Chr5v1_16595,CAPZA,38.3,43,33.6,0.924,-0.1,1.08,-0.11,9.2e-01,1.0e+00,1,11474,22.1,28.9,97,0,40.8,69.3,30.9,0,57.9,0,70.4,42.7
SCA-6_Chr5v1_16597,HGNAT,14,10.3,17.7,2.007,1,1.93,0.52,6.0e-01,1.0e+00,1,11475,1.8,0,28.8,0,0,31.4,0,60.1,6.5,0,0,39.5
SCA-6_Chr5v1_16600,S2P,32.9,38.3,27.6,0.949,-0.1,0.81,-0.09,9.2e-01,1.0e+00,1,11476,9.7,35.1,35.3,101.2,11.8,36.5,20.2,98.3,24.5,0,14.6,7.9
SCA-6_Chr5v1_16602,SR30,9.5,9.4,9.5,0.846,-0.2,2.04,-0.12,9.1e-01,1.0e+00,1,11477,21.2,28.9,6.4,0,0,0,0,0,30.2,0,4.9,22.1
SCA-6_Chr5v1_16603,SCA-6_Chr5v1_16603,25.3,22.5,28.1,1.445,0.5,1.19,0.44,6.6e-01,1.0e+00,1,11478,23,30.9,48.1,0,3.9,29.2,0,23.1,39.1,0,31.6,75.1
SCA-6_Chr5v1_16604,RL222,8.6,9,8.2,0.838,-0.3,1.82,-0.14,8.9e-01,1.0e+00,1,11479,8,10.3,6.4,0,0,29.2,39.2,0,0.8,0,1.2,7.9
SCA-6_Chr5v1_16605,RL18,45.8,36.6,55,1.758,0.8,0.86,0.95,3.4e-01,1.0e+00,1,11480,38,29.9,42.5,0,34.2,75.1,110.5,98.3,44.8,0,15.8,60.9
SCA-6_Chr5v1_16607,SCA-6_Chr5v1_16607,70.1,86.5,53.8,0.548,-0.9,0.7,-1.24,2.2e-01,1.0e+00,1,11481,65.4,95.9,36.1,145.7,118.3,57.6,104.6,6.9,114.2,0,19.4,77.5
SCA-6_Chr5v1_16609,SCA-6_Chr5v1_16609,69.5,76.4,62.7,0.673,-0.6,0.66,-0.87,3.9e-01,1.0e+00,1,11482,57.5,125.9,92.1,24.9,82.8,75.1,23.8,11.6,111.7,91.3,52.2,85.4
SCA-6_Chr5v1_16611,SWT17,34.1,44.4,24,0.83,-0.3,1.11,-0.24,8.1e-01,1.0e+00,1,11483,30.1,44.4,32.1,120.8,0,38.7,0,30.1,36.7,0,17,60.1
SCA-6_Chr5v1_16615,SWT16,11.1,19.3,2.9,0.16,-2.6,1.23,-2.15,3.1e-02,1.0e+00,1,11484,13.3,11.3,13.6,21.3,36.8,19.7,0,2.3,5.7,0,1.2,7.9
SCA-6_Chr5v1_16617,EPHA,6.5,9.6,3.4,0.201,-2.3,2.07,-1.12,2.6e-01,1.0e+00,1,11485,13.3,7.2,14.4,21.3,0,1.5,0,0,19.6,0,0,0.8
SCA-6_Chr5v1_16623,PME22,7.3,8.5,6.1,0.158,-2.7,2.39,-1.12,2.6e-01,1.0e+00,1,11486,12.4,6.2,4,28.4,0,0,0,0,0,0,36.4,0
SCA-6_Chr5v1_16624,FBL3,24.4,7.2,41.5,6.615,2.7,1.15,2.38,1.7e-02,1.0e+00,1,11487,12.4,4.1,15.2,0,0,11.7,76,113.3,8.2,0,34,17.4
SCA-6_Chr5v1_16625,GRDP1,46.8,52.1,41.5,0.961,-0.1,0.67,-0.09,9.3e-01,1.0e+00,1,11488,12.4,26.8,53.7,90.6,78.9,50.3,60.6,48.6,44,0,40,56.1
SCA-6_Chr5v1_16630,Y572,5.9,6,5.8,1.139,0.2,2.24,0.08,9.3e-01,1.0e+00,1,11489,8.8,0,12,0,0,15.3,0,0,9,0,14.6,11.1
SCA-6_Chr5v1_16632,RT11,36.9,51.3,22.5,0.483,-1.1,0.94,-1.12,2.6e-01,1.0e+00,1,11490,57.5,113.5,48.9,24.9,32.9,29.9,36.8,0,60.3,0,29.1,8.7
SCA-6_Chr5v1_16634,TEN1,4.1,5.1,3.1,0.457,-1.1,2.54,-0.44,6.6e-01,1.0e+00,1,11491,0,7.2,3.2,0,13.1,7.3,0,1.2,17.1,0,0,0
SCA-6_Chr5v1_16635,TPR1,63,43.4,82.5,0.89,-0.2,0.94,-0.18,8.6e-01,1.0e+00,1,11492,65.4,58.8,37.7,0,51.3,47.4,70.1,0,64.4,287.2,55.8,17.4
SCA-6_Chr5v1_16638,TPR1,26.2,31.6,20.8,0.804,-0.3,1.25,-0.25,8.0e-01,1.0e+00,1,11493,48.6,46.4,24,56.8,5.3,8.8,42.8,0,0,0,66.7,15
SCA-6_Chr5v1_16643,SSBP,33.3,32.8,33.9,1.057,0.1,0.77,0.11,9.2e-01,1.0e+00,1,11494,15.9,29.9,30.4,65.7,40.8,13.9,52.3,13.9,58.7,0,17,61.7
SCA-6_Chr5v1_16648,DI193,15.4,11,19.8,2.127,1.1,1.47,0.74,4.6e-01,1.0e+00,1,11495,24.8,8.3,3.2,0,28.9,0.7,0,85.6,4.9,0,13.3,15
SCA-6_Chr5v1_16649,DI193,27.3,13.3,41.4,1.14,0.2,1.26,0.15,8.8e-01,1.0e+00,1,11496,4.4,28.9,17.6,3.6,0,25.5,0,0,26.9,183.8,30.3,7.1
SCA-6_Chr5v1_16651,SYP43,33.4,34.8,32.1,1.072,0.1,0.95,0.11,9.2e-01,1.0e+00,1,11497,51.3,57.8,50.5,0,5.3,43.8,34.5,40.5,26.9,0,21.8,68.8
SCA-6_Chr5v1_16652,DPD1,10.1,11.8,8.3,0.838,-0.3,1.81,-0.14,8.9e-01,1.0e+00,1,11498,14.1,12.4,31.2,0,0,13.1,5.9,0,0,0,29.1,15
SCA-6_Chr5v1_16653,GAT15,41.5,70.7,12.3,0.204,-2.3,1.04,-2.21,2.7e-02,1.0e+00,1,11499,31.8,24.8,69.7,135,121,41.6,0,0,36.7,0,24.3,12.6
SCA-6_Chr5v1_16655,PPR38,3.6,2.3,4.9,2.525,1.3,2.83,0.47,6.4e-01,1.0e+00,1,11500,0,0,10.4,0,0,3.6,0,0,11.4,0,8.5,9.5
SCA-6_Chr5v1_16659,CB60B,28.5,5.6,51.4,15.512,4,1.12,3.54,4.1e-04,1.0e+00,1,11501,0,2.1,4,0,1.3,26.3,72.5,69.4,12.2,0,101.9,52.2
SCA-6_Chr5v1_16661,MUT7,11.2,11,11.3,1.624,0.7,1.94,0.36,7.2e-01,1.0e+00,1,11502,41.5,8.3,16,0,0,0,30.9,0,0,0,20.6,16.6
SCA-6_Chr5v1_16667,PPR23,8.1,2.9,13.3,3.2,1.7,2.51,0.67,5.0e-01,1.0e+00,1,11503,7.1,0,0,0,0,10.2,0,71.7,0,0,0,7.9
SCA-6_Chr5v1_16668,SAR1B,9.7,9.5,9.8,1.017,0,1.58,0.02,9.9e-01,1.0e+00,1,11504,10.6,6.2,7.2,0,23.7,9.5,0,0,16.3,0,8.5,34
SCA-6_Chr5v1_16673,PUS1,6.6,3.9,9.3,2.465,1.3,2.03,0.64,5.2e-01,1.0e+00,1,11505,0,0,7.2,0,1.3,14.6,33.3,0,3.3,0,7.3,11.9
SCA-6_Chr5v1_16674,PRFB2,16.8,22.6,11,0.416,-1.3,1.08,-1.18,2.4e-01,1.0e+00,1,11506,29.2,5.2,20.8,35.5,39.4,5.8,16.6,0,25.3,0,6.1,18.2
SCA-6_Chr5v1_16679,PPR27,5.5,3.9,7.2,0.674,-0.6,2.79,-0.2,8.4e-01,1.0e+00,1,11507,15.9,0,0,0,0,7.3,34.5,0,0,0,0,8.7
SCA-6_Chr5v1_16680,SCA-6_Chr5v1_16680,10,10.4,9.7,9.927,3.3,1.83,1.81,7.0e-02,1.0e+00,1,11508,0,1,0,53.3,0,8,0,25.4,4.1,0,12.1,16.6
SCA-6_Chr5v1_16681,SCA-6_Chr5v1_16681,8.5,11.8,5.3,0.25,-2,1.97,-1.02,3.1e-01,1.0e+00,1,11509,1.8,1,16,37.3,14.5,0,0,0,11.4,0,0,20.6
SCA-6_Chr5v1_16687,RABEK,59.3,87,31.6,0.475,-1.1,0.55,-1.96,5.0e-02,1.0e+00,1,11510,55.7,134.1,64.9,151,55.2,61.3,30.9,31.2,35.1,0,68,24.5
SCA-6_Chr5v1_16688,S40A3,53.1,59.6,46.7,0.88,-0.2,0.57,-0.32,7.5e-01,1.0e+00,1,11511,40.7,51.6,52.1,95.9,56.5,60.6,36.8,26.6,72.6,26.3,68,49.8
SCA-6_Chr5v1_16691,SOQ1,29.5,35,24,0.823,-0.3,1.16,-0.24,8.1e-01,1.0e+00,1,11512,34.5,89.8,30.4,0,38.1,17.5,52.3,0,17.9,0,59.5,14.2
SCA-6_Chr5v1_16692,SOQ1,16.4,15.8,16.9,1.294,0.4,1.23,0.3,7.6e-01,1.0e+00,1,11513,38,9.3,27.2,0,0,20.4,28.5,10.4,21.2,0,25.5,15.8
SCA-6_Chr5v1_16695,SCA-6_Chr5v1_16695,21.2,11.3,31.2,2.981,1.6,1.26,1.25,2.1e-01,1.0e+00,1,11514,12.4,4.1,36.9,0,0,14.6,23.8,1.2,26.9,0,36.4,98.8
SCA-6_Chr5v1_16696,GPAT3,65.8,42.4,89.2,1.163,0.2,0.7,0.31,7.6e-01,1.0e+00,1,11515,55.7,16.5,35.3,63.9,40.8,42.3,7.1,40.5,89.7,259.1,18.2,120.9
SCA-6_Chr5v1_16700,IMPA4,69.4,71.5,67.3,1.138,0.2,0.52,0.36,7.2e-01,1.0e+00,1,11516,46,101.1,100.2,74.6,52.6,54.7,108.1,100.6,66,0,57,71.9
SCA-6_Chr5v1_16701,STR6,27.4,19.4,35.4,2.186,1.1,1.09,1.03,3.0e-01,1.0e+00,1,11517,36.2,26.8,34.5,0,0,19,38,54.4,15.5,0,38.8,65.6
SCA-6_Chr5v1_16702,ICP55,22.4,26,18.9,0.453,-1.1,1.14,-1.01,3.1e-01,1.0e+00,1,11518,30.1,37.1,38.5,0,28.9,21.2,39.2,0,26.9,0,3.6,43.5
SCA-6_Chr5v1_16706,PPR83,5.5,5.4,5.6,1.241,0.3,1.91,0.16,8.7e-01,1.0e+00,1,11519,10.6,12.4,4.8,1.8,0,2.9,0,0,6.5,0,15.8,11.1
SCA-6_Chr5v1_16707,INVA,30.2,16.6,43.8,2.836,1.5,1.16,1.3,1.9e-01,1.0e+00,1,11520,16.8,14.4,17.6,0,18.4,32.1,22.6,0,25.3,0,180.8,34
SCA-6_Chr5v1_16708,PPD1,18.3,17,19.6,1.712,0.8,1.3,0.6,5.5e-01,1.0e+00,1,11521,0,5.2,32.9,0,56.5,7.3,2.4,11.6,21.2,0,17,65.6
SCA-6_Chr5v1_16709,AP3M,65.4,55.4,75.4,1.552,0.6,0.92,0.69,4.9e-01,1.0e+00,1,11522,10.6,16.5,115.4,49.7,0,140.1,46.3,53.2,186.7,6.9,43.7,115.4
SCA-6_Chr5v1_16711,SCA-6_Chr5v1_16711,11.6,10,13.2,2.251,1.2,1.8,0.65,5.1e-01,1.0e+00,1,11523,11.5,6.2,41.7,0,0,0.7,0,0,22,0,32.8,24.5
SCA-6_Chr5v1_16712,GOLS2,30.8,17.1,44.4,2.343,1.2,0.89,1.37,1.7e-01,1.0e+00,1,11524,15.9,13.4,10.4,56.8,1.3,5.1,36.8,13.9,13.9,97.9,69.2,34.8
SCA-6_Chr5v1_16720,G6PD4,72.4,103.8,41,0.457,-1.1,0.87,-1.3,1.9e-01,1.0e+00,1,11525,179.4,89.8,93.7,5.3,109.1,145.2,60.6,0,67.7,0,76.4,41.1
SCA-6_Chr5v1_16725,KSG3,12.1,17,7.2,0.449,-1.2,1.93,-0.6,5.5e-01,1.0e+00,1,11526,5.3,0,32.1,0,31.6,32.8,0,0,0,0,8.5,34.8
SCA-6_Chr5v1_16735,PDR3,10,14.1,5.8,0.815,-0.3,1.85,-0.16,8.7e-01,1.0e+00,1,11527,17.7,6.2,16.8,0,43.4,0.7,0,0,0,0,18.2,16.6
SCA-6_Chr5v1_16737,Y5185,65.2,96.6,33.7,0.42,-1.3,0.57,-2.19,2.8e-02,1.0e+00,1,11528,158.2,82.5,61.7,95.9,127.5,54,29.7,52,51.4,0,48.5,20.6
SCA-6_Chr5v1_16740,HASP,20.1,25.2,15,0.623,-0.7,1.07,-0.64,5.2e-01,1.0e+00,1,11529,33.6,2.1,21.6,16,50,27.7,30.9,16.2,34.2,0,0,8.7
SCA-6_Chr5v1_16744,PP281,17.2,4.7,29.6,1.321,0.4,1.61,0.25,8.0e-01,1.0e+00,1,11530,7.1,2.1,10.4,0,0,8.8,0,0,0,143.6,23.1,11.1
SCA-6_Chr5v1_16746,SCA-6_Chr5v1_16746,24,36.5,11.5,0.418,-1.3,1.43,-0.88,3.8e-01,1.0e+00,1,11531,35.4,39.2,0,101.2,40.8,2.2,0,0,31,0,30.3,7.9
SCA-6_Chr5v1_16748,ASPRX,59.3,46.2,72.5,1.746,0.8,0.92,0.87,3.8e-01,1.0e+00,1,11532,86.6,1,84.9,0,43.4,61.3,26.1,47.4,134.5,0,31.6,195.2
SCA-6_Chr5v1_16749,GPTC8,59.1,80.3,37.9,0.552,-0.9,0.8,-1.07,2.8e-01,1.0e+00,1,11533,58.3,76.3,79.3,55.1,140.7,72.2,67.7,0,45.7,0,77.7,36.4
SCA-6_Chr5v1_16754,PPR32,17.8,19.5,16.2,0.848,-0.2,1.22,-0.19,8.5e-01,1.0e+00,1,11534,10.6,38.2,33.7,0,25,9.5,17.8,0,36.7,0,18.2,24.5
SCA-6_Chr5v1_16758,MYB61,13.8,13.1,14.4,0.84,-0.3,1.55,-0.16,8.7e-01,1.0e+00,1,11535,23.9,29.9,20,0,0,5.1,51.1,0,2.4,0,6.1,26.9
SCA-6_Chr5v1_16759,PAE2,29.5,26.8,32.2,1.718,0.8,1.4,0.56,5.8e-01,1.0e+00,1,11536,5.3,5.2,36.1,0,89.4,24.8,0,0,17.1,0,72.8,103.5
SCA-6_Chr5v1_16760,PTR16,7.1,13.7,0.5,0.052,-4.3,1.75,-2.44,1.5e-02,1.0e+00,1,11537,12.4,10.3,1.6,40.9,7.9,8.8,0,0,0,0,2.4,0.8
SCA-6_Chr5v1_16762,YA71,24.5,7.5,41.5,0.263,-1.9,3.1,-0.62,NA,NA,1,11538,0,0,28,0,0,16.8,0,0,0,219.2,0,30
SCA-6_Chr5v1_16769,T184A,7.3,3.9,10.8,1.319,0.4,2.6,0.15,8.8e-01,1.0e+00,1,11539,0,0,10.4,0,0,13.1,46.3,0,0,0,0,18.2
SCA-6_Chr5v1_16770,SCA-6_Chr5v1_16770,21.7,31.6,11.9,0.537,-0.9,1.45,-0.62,5.4e-01,1.0e+00,1,11540,30.9,23.7,20,0,103.9,10.9,0,0,0.8,0,25.5,45.1
SCA-6_Chr6v1_16791,SECAA,7.2,1.9,12.6,15.585,4,1.89,2.1,3.6e-02,1.0e+00,1,11541,4.4,0,5.6,0,1.3,0,14.3,0,14.7,0,37.6,8.7
SCA-6_Chr6v1_16792,ASHH3,25.1,33,17.2,0.611,-0.7,1.15,-0.62,5.4e-01,1.0e+00,1,11542,38.9,19.6,18.4,0,56.5,64.9,22.6,0,26.1,0,36.4,18.2
SCA-6_Chr6v1_16797,DRP2B,57.4,64.2,50.6,0.679,-0.6,1.01,-0.55,5.8e-01,1.0e+00,1,11543,30.1,33,109,140.3,0,73,0,90.2,42.4,97.2,23.1,50.6
SCA-6_Chr6v1_16802,KXDL1,24.7,29.7,19.8,0.669,-0.6,0.96,-0.6,5.5e-01,1.0e+00,1,11544,26.5,22.7,17.6,48,35.5,27.7,30.9,0,48.1,0,17,22.9
SCA-6_Chr6v1_16809,AGD13,15.8,15.9,15.7,1.447,0.5,1.45,0.37,7.1e-01,1.0e+00,1,11545,29.2,7.2,22.4,0,27.6,8.8,0,0,11.4,0,34,49
SCA-6_Chr6v1_16816,VPS54,26.5,25.7,27.3,1.327,0.4,1.17,0.35,7.3e-01,1.0e+00,1,11546,38,20.6,18.4,0,0,77.3,46.3,42.8,38.3,0,8.5,27.7
SCA-6_Chr6v1_16820,Y1295,48.4,46,50.9,0.744,-0.4,0.97,-0.44,6.6e-01,1.0e+00,1,11547,50.4,26.8,62.5,0,93.4,43,33.3,0,133.7,0,13.3,124.9
SCA-6_Chr6v1_16826,MS5,18.2,21.8,14.5,0.832,-0.3,1.12,-0.24,8.1e-01,1.0e+00,1,11548,14.1,28.9,13.6,19.5,25,29.9,41.6,31.2,0,0,4.9,9.5
SCA-6_Chr6v1_16827,HEN1,28.9,23.8,34,1.364,0.4,0.81,0.55,5.8e-01,1.0e+00,1,11549,17.7,22.7,16.8,23.1,42.1,20.4,52.3,3.5,79.1,0,25.5,43.5
SCA-6_Chr6v1_16828,3HIDH,18.5,31,6.1,0.307,-1.7,1.5,-1.14,2.6e-01,1.0e+00,1,11550,16.8,6.2,24,90.6,0,48.2,0,1.2,0,0,8.5,26.9
SCA-6_Chr6v1_16829,GHR1,70.6,59.2,82,1.32,0.4,0.7,0.57,5.7e-01,1.0e+00,1,11551,49.5,48.5,52.9,69.3,36.8,98.5,2.4,109.9,98.7,120.9,61.9,98
SCA-6_Chr6v1_16833,GGAP1,30.7,28.6,32.9,1.039,0.1,1.24,0.04,9.6e-01,1.0e+00,1,11552,8.8,10.3,52.1,48,7.9,44.5,0,0,53.8,0,17,126.5
SCA-6_Chr6v1_16834,Y1357,7.3,7.3,7.3,1.175,0.2,1.79,0.13,9.0e-01,1.0e+00,1,11553,0,11.3,11.2,0,17.1,4.4,14.3,0,0.8,0,14.6,14.2
