name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Early_OTA_1_R1,Early_OTA_1_R2,Early_OTA_1_R3,Early_OTA_2_R1,Early_OTA_2_R2,Early_OTA_2_R3,Early_PTA_1_R1,Early_PTA_1_R2,Early_PTA_1_R3,Early_PTA_2_R1,Early_PTA_2_R2,Early_PTA_2_R3
SCA-6_Chr5v1_16011,SCA-6_Chr5v1_16011,6.4,3.1,9.6,4.16,2.1,1.53,1.34,1.8e-01,1.0e+00,1,11305,0.9,12.4,0.8,0,3.9,0.7,11.9,12.7,9,0,19.4,4.7
SCA-6_Chr5v1_16019,CSLE6,67.1,44.6,89.7,1.626,0.7,0.77,0.92,NA,NA,1,11306,23.9,41.3,32.1,99.5,19.7,51.1,183,35.8,18.8,226.5,66.7,7.1
SCA-6_Chr5v1_16021,CSLE6,13.7,8,19.4,2.521,1.3,1.65,0.81,4.2e-01,1.0e+00,1,11307,7.1,0,18.4,0,0,22.6,58.2,0,17.9,0,24.3,15.8
SCA-6_Chr5v1_16026,AGP14,69,59.6,78.4,1.127,0.2,1.06,0.16,8.7e-01,1.0e+00,1,11308,53.9,3.1,173.9,0,39.4,87.5,4.8,39.3,89.7,0,3.6,332.8
SCA-6_Chr5v1_16035,DHQSD,18.2,17.8,18.6,1.303,0.4,1.59,0.24,8.1e-01,1.0e+00,1,11309,33.6,11.3,39.3,0,0,22.6,0,0,29.4,0,48.5,34
SCA-6_Chr5v1_16036,MD22B,5.7,7.1,4.3,1.18,0.2,2.06,0.12,9.1e-01,1.0e+00,1,11310,9.7,3.1,6.4,0,23.7,0,0,0,1.6,0,8.5,15.8
SCA-6_Chr5v1_16037,DHQSD,14.6,8.1,21,3.116,1.6,1.72,0.95,3.4e-01,1.0e+00,1,11311,16.8,1,16,0,0,14.6,0,75.2,40,0,0,11.1
SCA-6_Chr5v1_16039,FRL3,53.3,63.9,42.7,0.713,-0.5,0.91,-0.54,5.9e-01,1.0e+00,1,11312,148.5,73.2,46.5,0,40.8,74.4,142.6,10.4,38.3,0,46.1,19
SCA-6_Chr5v1_16040,FRL5,12,14.7,9.4,0.547,-0.9,1.51,-0.58,5.6e-01,1.0e+00,1,11313,24.8,11.3,6.4,35.5,0,10.2,0,26.6,0,0,21.8,7.9
SCA-6_Chr5v1_16041,SCA-6_Chr5v1_16041,9.1,5.2,13.1,3.939,2,2.01,0.98,3.3e-01,1.0e+00,1,11314,9.7,0,16.8,0,0,4.4,0,31.2,6.5,0,0,41.1
SCA-6_Chr5v1_16042,TPC6B,20.5,21.5,19.5,0.965,-0.1,1.44,-0.04,9.7e-01,1.0e+00,1,11315,10.6,52.6,27.2,0,18.4,20.4,83.2,0,0,0,21.8,11.9
SCA-6_Chr5v1_16051,HEXO2,8.7,9.7,7.9,0.932,-0.1,1.84,-0.06,9.6e-01,1.0e+00,1,11316,15,12.4,15.2,0,0,15.3,11.9,0,0,0,14.6,20.6
SCA-6_Chr5v1_16053,RGA1,18.1,28.9,7.3,0.296,-1.8,1.2,-1.46,1.4e-01,1.0e+00,1,11317,16.8,11.3,22.4,0,93.4,29.2,11.9,0,9,0,9.7,13.4
SCA-6_Chr5v1_16056,ACP1,21,26.9,15.2,0.798,-0.3,1.13,-0.29,7.7e-01,1.0e+00,1,11318,15,39.2,19.2,46.2,7.9,33.6,0,22,26.9,0,1.2,41.1
SCA-6_Chr5v1_16057,VAP22,41.9,56.8,27,0.578,-0.8,0.98,-0.81,4.2e-01,1.0e+00,1,11319,9.7,111.4,28,46.2,97.3,48.2,82,0,13.9,0,48.5,17.4
SCA-6_Chr5v1_16058,SCA-6_Chr5v1_16058,41.4,33,49.9,1.875,0.9,0.82,1.11,2.7e-01,1.0e+00,1,11320,40.7,23.7,68.9,0,25,39.4,57,74,40.8,0,64.3,63.2
SCA-6_Chr5v1_16059,NHX2,51.9,50.3,53.5,1.34,0.4,0.97,0.44,6.6e-01,1.0e+00,1,11321,14.1,13.4,104.2,0,93.4,76.6,4.8,75.2,64.4,0,59.5,117
SCA-6_Chr5v1_16060,EI2BE,53.9,62.6,45.2,0.7,-0.5,0.84,-0.61,5.4e-01,1.0e+00,1,11322,80.4,61.9,64.1,40.9,99.9,28.5,152.1,0,17.1,12.4,46.1,43.5
SCA-6_Chr5v1_16062,SCA-6_Chr5v1_16062,19.2,16.7,21.8,1.472,0.6,1.21,0.46,6.5e-01,1.0e+00,1,11323,7.1,5.2,22.4,39.1,0,26.3,0,64.8,17.9,0,34,14.2
SCA-6_Chr5v1_16072,SCA-6_Chr5v1_16072,6.5,3.7,9.4,0.541,-0.9,2.24,-0.39,6.9e-01,1.0e+00,1,11324,12.4,7.2,2.4,0,0,0,5.9,0,0,29.2,0,21.3
SCA-6_Chr5v1_16076,SCA-6_Chr5v1_16076,60.6,28.1,93,4.066,2,0.7,2.88,4.0e-03,1.0e+00,1,11325,29.2,34,17.6,30.2,27.6,29.9,232.9,99.5,9.8,0,143.2,72.7
SCA-6_Chr5v1_16078,SCA-6_Chr5v1_16078,65.7,50.8,80.7,2.027,1,0.82,1.25,2.1e-01,1.0e+00,1,11326,81.3,38.2,53.7,0,85.5,46,95.1,203.5,52.2,4.7,15.8,113
SCA-6_Chr5v1_16087,SCA-6_Chr5v1_16087,11.2,9.5,13,1.719,0.8,2.05,0.38,NA,NA,1,11327,0,12.4,42.5,0,0,2.2,0,48.6,1.6,0,0,27.7
SCA-6_Chr5v1_16097,U1165,41.9,55.8,28,0.641,-0.6,1.18,-0.54,5.9e-01,1.0e+00,1,11328,8,43.3,24.8,167,69.7,21.9,53.5,0,9,0,105.6,0
SCA-6_Chr5v1_16098,NAC87,11.3,12.6,10.1,0.732,-0.4,1.58,-0.28,7.8e-01,1.0e+00,1,11329,12.4,12.4,14.4,0,23.7,12.4,0,42.8,0,0,7.3,10.3
SCA-6_Chr5v1_16100,SCA-6_Chr5v1_16100,26.7,7.5,45.9,5.123,2.4,1.56,1.51,1.3e-01,1.0e+00,1,11330,4.4,0,8,0,0,32.8,0,0,53,102.7,103.1,16.6
SCA-6_Chr5v1_16101,NAC47,42.6,22.6,62.5,2.829,1.5,1.21,1.24,2.1e-01,1.0e+00,1,11331,2.7,16.5,4,21.3,34.2,56.9,0,0,34.2,0,302.2,38.7
SCA-6_Chr5v1_16103,PP383,12.4,14.3,10.5,0.722,-0.5,1.47,-0.32,7.5e-01,1.0e+00,1,11332,7.1,16.5,4.8,0,34.2,23.3,0,0,15.5,10.6,19.4,17.4
SCA-6_Chr5v1_16107,SY111,40.5,46.4,34.6,0.594,-0.8,0.97,-0.78,4.4e-01,1.0e+00,1,11333,29.2,65,105,30.2,6.6,42.3,26.1,15,88.1,0,0,78.3
SCA-6_Chr5v1_16108,VDE,65.6,70.3,60.9,0.784,-0.4,0.6,-0.58,5.6e-01,1.0e+00,1,11334,128.2,72.2,110.6,28.4,31.6,51.1,40.4,25.4,69.3,88.8,75.2,66.4
SCA-6_Chr5v1_16113,SCA-6_Chr5v1_16113,24.3,20.8,27.9,1.63,0.7,1.16,0.61,5.4e-01,1.0e+00,1,11335,25.6,15.5,33.7,10.7,30.2,8.8,0,49.7,31,0.4,0,86.2
SCA-6_Chr5v1_16114,SCA-6_Chr5v1_16114,34,29.5,38.5,0.504,-1,1.27,-0.78,4.4e-01,1.0e+00,1,11336,73.4,4.1,62.5,0,0,37.2,29.7,0,55.4,16.1,1.2,128.8
SCA-6_Chr5v1_16116,MY113,65.9,64.8,67,1.24,0.3,0.8,0.39,7.0e-01,1.0e+00,1,11337,42.4,20.6,37.7,65.7,115.7,106.5,1.2,90.2,73.4,0,116.5,120.9
SCA-6_Chr5v1_16117,SCA-6_Chr5v1_16117,66.2,61.1,71.4,1.192,0.3,0.79,0.32,7.5e-01,1.0e+00,1,11338,141.4,41.3,33.7,1.8,97.3,51.1,79.6,37,9.8,75.6,69.2,157.3
SCA-6_Chr5v1_16119,APC13,4.8,1.6,7.9,6.184,2.6,2.38,1.1,2.7e-01,1.0e+00,1,11339,8.8,1,0,0,0,0,23.8,1.2,0,0,7.3,15
SCA-6_Chr5v1_16123,GL120,4.1,2.1,6,2.253,1.2,3.04,0.39,7.0e-01,1.0e+00,1,11340,0,0,3.2,0,0,9.5,0,0,18.8,0,0,17.4
SCA-6_Chr5v1_16136,GL114,58.6,26.6,90.4,2.5,1.3,1.04,1.27,2.1e-01,1.0e+00,1,11341,15,6.2,30.4,0,71,37.2,0,12.7,76.6,142.9,47.3,263.2
SCA-6_Chr5v1_16137,GL17,24.4,6,42.7,1.439,0.5,2.53,0.21,8.4e-01,1.0e+00,1,11342,0,0,6.4,0,0,29.9,0,0,7.3,215.2,1.2,32.4
SCA-6_Chr5v1_16144,GL113,4.8,2.4,7.2,3.494,1.8,2.36,0.77,4.4e-01,1.0e+00,1,11343,0,4.1,6.4,0,0,3.6,0,0,8.2,0,12.1,22.9
SCA-6_Chr5v1_16147,SCA-6_Chr5v1_16147,43,40.8,45.3,1.304,0.4,0.85,0.45,6.5e-01,1.0e+00,1,11344,41.5,29.9,94.5,0,22.4,56.2,20.2,63.6,37.5,10.2,61.9,78.3
SCA-6_Chr5v1_16149,Y5639,49.8,53.5,46,1.075,0.1,0.95,0.11,9.1e-01,1.0e+00,1,11345,27.4,55.7,86.5,0,106.5,45.2,29.7,4.6,66,0,129.8,45.8
SCA-6_Chr5v1_16152,PPR76,21,29.7,12.3,0.438,-1.2,1.34,-0.89,3.7e-01,1.0e+00,1,11346,23.9,27.9,29.6,0,48.6,48.2,0,0,33.4,0,15.8,24.5
SCA-6_Chr5v1_16154,GDL79,48.5,42.9,54,0.94,-0.1,0.87,-0.1,9.2e-01,1.0e+00,1,11347,70.7,20.6,57.7,56.8,27.6,24.1,0,19.7,60.3,87.7,24.3,132
SCA-6_Chr5v1_16165,EXOS1,51.4,44.3,58.5,1.624,0.7,0.76,0.92,3.6e-01,1.0e+00,1,11348,30.9,82.5,38.5,62.2,50,1.5,66.5,78.6,47.3,0,70.4,88.5
SCA-6_Chr5v1_16166,SCA-6_Chr5v1_16166,13.7,8.6,18.7,0.889,-0.2,1.43,-0.12,9.1e-01,1.0e+00,1,11349,3.5,9.3,13.6,0,14.5,10.9,32.1,0,40,0,0,40.3
SCA-6_Chr5v1_16169,AMT12,26.9,7.9,46,0.122,-3,3.13,-0.97,3.3e-01,1.0e+00,1,11350,0,11.3,36.1,0,0,0,0,0,0,267.8,0,7.9
SCA-6_Chr5v1_16172,TENAC,21.6,4.9,38.3,4.835,2.3,1.23,1.84,6.5e-02,1.0e+00,1,11351,8.8,8.3,3.2,0,0,8.8,21.4,59,0,107.8,17,24.5
SCA-6_Chr5v1_16173,GUX6,71.2,66.7,75.6,0.763,-0.4,0.69,-0.56,5.7e-01,1.0e+00,1,11352,41.5,32,44.9,51.5,189.3,40.9,9.5,67.1,62.8,204.6,18.2,91.7
SCA-6_Chr5v1_16176,RGA1,19.7,22.8,16.6,0.896,-0.2,1.52,-0.1,9.2e-01,1.0e+00,1,11353,16.8,8.3,5.6,67.5,0,38.7,82,0,12.2,0,0,5.5
SCA-6_Chr5v1_16186,SCA-6_Chr5v1_16186,31.4,39.9,22.9,0.622,-0.7,0.97,-0.71,4.8e-01,1.0e+00,1,11354,40.7,36.1,61.7,0,50,51.1,74.9,20.8,4.9,0,10.9,26.1
SCA-6_Chr5v1_16189,MD33B,45.8,41.1,50.5,1.175,0.2,1,0.23,8.2e-01,1.0e+00,1,11355,27.4,28.9,97.8,1.8,10.5,80.3,105.8,0,38.3,1.5,46.1,111.5
SCA-6_Chr5v1_16190,SCA-6_Chr5v1_16190,62,61.3,62.6,1.17,0.2,0.85,0.26,7.9e-01,1.0e+00,1,11356,78.7,50.5,44.9,1.8,105.2,86.8,109.3,2.3,96.2,0,108,60.1
SCA-6_Chr5v1_16195,PHLD,15.7,21.4,10.1,0.586,-0.8,1.45,-0.53,6.0e-01,1.0e+00,1,11357,21.2,23.7,16.8,39.1,0,27.7,0,0,37.5,0,10.9,11.9
SCA-6_Chr5v1_16196,PEX12,58.1,56,60.2,1.389,0.5,0.77,0.62,5.4e-01,1.0e+00,1,11358,62.8,94.9,46.5,37.3,1.3,93.4,83.2,35.8,115.8,0,70.4,56.1
SCA-6_Chr5v1_16197,SCA-6_Chr5v1_16197,56.8,63.5,50.1,0.77,-0.4,1.06,-0.36,7.2e-01,1.0e+00,1,11359,96.4,87.7,92.1,0,13.1,91.9,77.2,47.4,148.4,0,0,27.7
SCA-6_Chr5v1_16201,SCA-6_Chr5v1_16201,24.5,28.8,20.2,0.836,-0.3,1.27,-0.2,8.4e-01,1.0e+00,1,11360,26.5,4.1,60.9,1.8,46,33.6,0,0,22,0,27.9,71.1
SCA-6_Chr5v1_16203,CKI1,27.6,27.6,27.6,1.143,0.2,1.15,0.17,8.7e-01,1.0e+00,1,11361,64.5,28.9,31.2,0,9.2,32.1,13.1,0,57.9,0,48.5,45.8
SCA-6_Chr5v1_16204,PTAR1,6.3,7,5.6,0.872,-0.2,2.1,-0.09,9.3e-01,1.0e+00,1,11362,18.6,9.3,12.8,0,0,1.5,0,0,0.8,0,25.5,7.1
SCA-6_Chr5v1_16206,SCA-6_Chr5v1_16206,57.8,60.5,55,0.5,-1,0.85,-1.17,2.4e-01,1.0e+00,1,11363,35.4,55.7,56.9,119,46,50.3,35.6,0,54.6,111.1,10.9,117.8
SCA-6_Chr5v1_16211,THA1,54.5,31.3,77.7,1.709,0.8,1.16,0.67,5.1e-01,1.0e+00,1,11364,19.4,30.9,51.3,0,0,86.1,0,19.7,107.6,212.6,72.8,53.7
SCA-6_Chr5v1_16213,SCA-6_Chr5v1_16213,74.9,80.2,69.6,1.005,0,0.65,0.01,9.9e-01,1.0e+00,1,11365,64.5,117.6,117,5.3,106.5,70,112.9,98.3,68.5,1.1,36.4,100.4
SCA-6_Chr5v1_16215,PPCK2,25,7.2,42.9,3.493,1.8,1.23,1.47,1.4e-01,1.0e+00,1,11366,2.7,8.3,18.4,0,0,13.9,0,34.7,20.4,130.4,24.3,47.4
SCA-6_Chr5v1_16217,ITN1,28.3,15.4,41.1,2.619,1.4,1.28,1.08,2.8e-01,1.0e+00,1,11367,10.6,5.2,32.9,0,0,43.8,27.3,0,64.4,4,38.8,112.2
SCA-6_Chr5v1_16221,TRIP4,65.7,69.1,62.3,0.984,0,0.69,-0.03,9.7e-01,1.0e+00,1,11368,99,79.4,46.5,19.5,126.2,43.8,44,172.3,33.4,0,93.4,30.8
SCA-6_Chr5v1_16245,CP19C,71.2,77.5,64.9,0.923,-0.1,0.81,-0.14,8.9e-01,1.0e+00,1,11369,87.5,126.9,83.3,26.6,105.2,35.7,49.9,111,110.9,13.9,0,103.5
SCA-6_Chr5v1_16247,PP341,35.2,25.8,44.6,1.268,0.3,0.99,0.35,7.3e-01,1.0e+00,1,11370,64.5,11.3,6.4,48,14.5,10.2,82,0,60.3,75.3,35.2,15
SCA-6_Chr5v1_16249,AHL20,29.2,23,35.4,1.567,0.6,1.45,0.45,6.5e-01,1.0e+00,1,11371,0,20.6,0,40.9,76.3,0,28.5,143.4,22.8,0,14.6,3.2
SCA-6_Chr5v1_16252,AHL14,46.6,14.1,79,3.34,1.7,1.01,1.72,8.6e-02,1.0e+00,1,11372,21.2,15.5,16.8,0,2.6,28.5,0,43.9,45.7,236.8,47.3,100.4
SCA-6_Chr5v1_16255,GPI8,21.8,7.1,36.5,1.74,0.8,1.36,0.59,5.6e-01,1.0e+00,1,11373,0.9,5.2,19.2,0,0,17.5,3.6,15,0,156,8.5,35.6
SCA-6_Chr5v1_16256,FB251,11.1,9.8,12.4,1.704,0.8,1.74,0.44,6.6e-01,1.0e+00,1,11374,25.6,0,9.6,0,10.5,13.1,0,0,17.1,0,30.3,26.9
SCA-6_Chr5v1_16261,PUR6,61.3,54.5,68,1.241,0.3,0.97,0.32,7.5e-01,1.0e+00,1,11375,80.4,45.4,68.9,0,82.8,49.6,0,64.8,134.5,89.2,74,45.8
SCA-6_Chr5v1_16262,MYOB1,57.7,33.5,81.9,3.035,1.6,1.02,1.57,1.2e-01,1.0e+00,1,11376,75.1,25.8,67.3,0,0,32.8,15.4,168.8,64.4,0,114.1,128.8
SCA-6_Chr5v1_16272,ACD6,6.5,7.9,5.1,3.272,1.7,2.06,0.83,4.1e-01,1.0e+00,1,11377,0,7.2,0,30.2,0,10.2,0,20.8,0,0,4.9,4.7
SCA-6_Chr5v1_16273,LRAT,40.6,25,56.2,0.852,-0.2,1.05,-0.22,8.3e-01,1.0e+00,1,11378,22.1,33,15.2,44.4,35.5,0,0,90.2,16.3,191.8,30.3,8.7
SCA-6_Chr5v1_16274,SCA-6_Chr5v1_16274,5.2,4.4,6,2.293,1.2,2.44,0.49,6.2e-01,1.0e+00,1,11379,0,0,3.2,21.3,0,2.2,25,0,0,0,1.2,9.5
SCA-6_Chr5v1_16276,SCA-6_Chr5v1_16276,8.2,8.2,8.2,0.819,-0.3,2.06,-0.14,8.9e-01,1.0e+00,1,11380,8.8,18.6,8.8,0,0,13.1,0,0,6.5,0,42.5,0
SCA-6_Chr5v1_16284,PERR,62.8,84.9,40.8,0.642,-0.6,1.03,-0.62,5.3e-01,1.0e+00,1,11381,57.5,157.8,16,163.4,73.6,40.9,171.1,0,9,0,60.7,4
SCA-6_Chr5v1_16285,AKR1,11,17.2,4.7,0.428,-1.2,1.56,-0.79,4.3e-01,1.0e+00,1,11382,0,20.6,12,19.5,10.5,40.9,11.9,0,0,0,9.7,6.3
SCA-6_Chr5v1_16286,AKR1,24.7,22.5,27,1.729,0.8,1.2,0.66,5.1e-01,1.0e+00,1,11383,11.5,37.1,8,44.4,15.8,18.2,101,0,9,0,51,0.8
SCA-6_Chr5v1_16295,GDL62,20.8,17.4,24.2,1.734,0.8,1.6,0.5,6.2e-01,1.0e+00,1,11384,0,28.9,3.2,0,31.6,40.9,0,0,16.3,0,91,37.9
SCA-6_Chr5v1_16303,WRK74,18.7,12.4,25.1,2.503,1.3,1.21,1.1,2.7e-01,1.0e+00,1,11385,17.7,0,32.9,0,2.6,21.2,26.1,23.1,32.6,0,31.6,37.2
SCA-6_Chr5v1_16309,DRIP2,8,8.7,7.3,0.872,-0.2,1.7,-0.12,9.1e-01,1.0e+00,1,11386,15,11.3,4.8,0,0,21.2,20.2,0,4.9,0,6.1,12.6
SCA-6_Chr5v1_16314,PRP2,11.8,4.2,19.3,2.187,1.1,1.58,0.72,4.7e-01,1.0e+00,1,11387,0,10.3,4,0,5.3,5.8,0,17.3,14.7,72.7,0,11.1
SCA-6_Chr5v1_16325,AX22D,31.2,12.3,50.2,1.45,0.5,1.18,0.45,6.5e-01,1.0e+00,1,11388,11.5,5.2,51.3,0,0,5.8,23.8,0,4.9,211.9,14.6,45.8
SCA-6_Chr5v1_16326,MED14,68.5,66,70.9,1.007,0,0.88,0.01,9.9e-01,1.0e+00,1,11389,61,18.6,59.3,72.8,46,138.6,1.2,4.6,146,89.2,91,93.3
SCA-6_Chr5v1_16329,PP243,6.7,6.9,6.6,1.481,0.6,1.98,0.29,7.7e-01,1.0e+00,1,11390,7.1,6.2,5.6,0,22.4,0,0,0,5.7,0,17,16.6
SCA-6_Chr5v1_16331,VATF,67.1,51.8,82.3,1.923,0.9,0.69,1.36,1.7e-01,1.0e+00,1,11391,14.1,25.8,101,48,34.2,87.5,32.1,120.3,55.4,0,93.4,192.9
SCA-6_Chr5v1_16336,FBK2,11.2,4.2,18.2,9.814,3.3,1.75,1.89,5.9e-02,1.0e+00,1,11392,8,1,16,0,0,0,0,45.1,41.6,0,12.1,10.3
SCA-6_Chr5v1_16340,CALM,11.4,8.4,14.4,2.252,1.2,1.57,0.75,4.6e-01,1.0e+00,1,11393,7.1,8.3,10.4,24.9,0,0,23.8,0,11.4,0,38.8,12.6
SCA-6_Chr5v1_16341,ACA12,4,3.9,4.2,1.28,0.4,2.53,0.14,8.9e-01,1.0e+00,1,11394,0,1,11.2,0,0,10.9,0,0,7.3,0,8.5,9.5
SCA-6_Chr5v1_16349,CER2,12.9,6.2,19.7,3.467,1.8,1.47,1.22,2.2e-01,1.0e+00,1,11395,8.8,16.5,7.2,0,0,4.4,0,64.8,18.8,0,17,17.4
SCA-6_Chr5v1_16352,RPI3,9.6,14.9,4.3,0.203,-2.3,1.82,-1.26,2.1e-01,1.0e+00,1,11396,0,13.4,26.4,0,38.1,11.7,0,1.2,4.9,0,0,19.8
SCA-6_Chr5v1_16353,SCA-6_Chr5v1_16353,10.6,8.3,12.8,3.2,1.7,2,0.84,4.0e-01,1.0e+00,1,11397,21.2,3.1,25.6,0,0,0,0,48.6,17.1,0,0,11.1
SCA-6_Chr5v1_16357,IQD31,6.5,6.2,6.7,3.383,1.8,2.43,0.72,4.7e-01,1.0e+00,1,11398,0,0,1.6,28.4,0,7.3,0,27.8,0,0,0,12.6
SCA-6_Chr5v1_16358,PUS7,16.6,13.4,19.9,1.691,0.8,1.44,0.53,6.0e-01,1.0e+00,1,11399,2.7,38.2,25.6,0,0,13.9,0,31.2,11.4,0,52.2,24.5
SCA-6_Chr5v1_16359,PUS7,43.7,37.2,50.2,1.663,0.7,0.74,0.99,3.2e-01,1.0e+00,1,11400,16.8,72.2,39.3,21.3,40.8,32.8,53.5,50.9,104.4,0,83.7,8.7
SCA-6_Chr5v1_16361,TCX2,19.7,22.8,16.6,0.874,-0.2,1.21,-0.16,8.7e-01,1.0e+00,1,11401,18.6,15.5,36.9,0,30.2,35.7,23.8,0,9,0,41.3,25.3
SCA-6_Chr5v1_16364,NDL1,20.3,21.2,19.5,0.908,-0.1,1.04,-0.13,8.9e-01,1.0e+00,1,11402,23,5.2,18.4,12.4,35.5,32.8,16.6,0,31.8,0,19.4,49
SCA-6_Chr5v1_16366,SCA-6_Chr5v1_16366,12.9,12.3,13.6,1.388,0.5,1.39,0.34,7.3e-01,1.0e+00,1,11403,12.4,3.1,8,40.9,0,9.5,19,0,27.7,0,13.3,21.3
SCA-6_Chr5v1_16367,SCA-6_Chr5v1_16367,63.2,90.1,36.4,0.377,-1.4,0.87,-1.62,1.1e-01,1.0e+00,1,11404,29.2,38.2,34.5,198.9,148.6,91.2,0,87.9,6.5,0,89.8,34
SCA-6_Chr5v1_16371,SCA-6_Chr5v1_16371,5.7,9.9,1.4,0.124,-3,2.41,-1.25,2.1e-01,1.0e+00,1,11405,8,8.3,27.2,0,15.8,0,0,0,0,0,0,8.7
SCA-6_Chr5v1_16374,SCA-6_Chr5v1_16374,74.1,71.4,76.8,1.277,0.4,0.76,0.46,6.4e-01,1.0e+00,1,11406,84.9,107.3,97.8,0,48.6,89.7,110.5,68.2,73.4,2.2,160.2,46.6
SCA-6_Chr5v1_16376,GSDA,70.8,84.4,57.2,0.793,-0.3,0.65,-0.52,6.1e-01,1.0e+00,1,11407,99,125.9,84.9,55.1,55.2,86.1,147.3,32.4,13,0,74,76.7
SCA-6_Chr5v1_16377,SC24B,16.3,12.2,20.5,2.835,1.5,1.62,0.93,3.5e-01,1.0e+00,1,11408,0,6.2,12,0,0,54.7,17.8,74,13,0,0,18.2
SCA-6_Chr5v1_16380,XRN4,27.2,27.8,26.7,1.103,0.1,1.01,0.14,8.9e-01,1.0e+00,1,11409,10.6,46.4,16.8,12.4,25,55.4,44,0,49.7,0,23.1,43.5
SCA-6_Chr5v1_16390,CYSD1,14.5,21.6,7.4,0.242,-2,1.53,-1.33,1.8e-01,1.0e+00,1,11410,8.8,29.9,9.6,49.7,25,6.6,39.2,0,0,0,0,5.5
SCA-6_Chr5v1_16400,SCA-6_Chr5v1_16400,13,10.8,15.2,1.623,0.7,1.45,0.48,6.3e-01,1.0e+00,1,11411,5.3,17.5,1.6,0,27.6,13.1,0,52,14.7,0,2.4,22.1
SCA-6_Chr5v1_16410,SCA-6_Chr5v1_16410,17.1,21.3,12.8,0.248,-2,1.43,-1.41,1.6e-01,1.0e+00,1,11412,14.1,23.7,37.7,0,40.8,11.7,1.2,0,4.1,1.5,0,70.3
SCA-6_Chr5v1_16412,SCA-6_Chr5v1_16412,17.6,9.9,25.4,2.968,1.6,1.59,0.99,3.2e-01,1.0e+00,1,11413,8,15.5,25.6,0,0,10.2,0,0,44,0,49.8,58.5
SCA-6_Chr5v1_16415,ADRC3,47.1,64.2,30.2,0.534,-0.9,0.83,-1.1,2.7e-01,1.0e+00,1,11414,73.4,72.2,51.3,62.2,96,29.9,39.2,0,18.8,0.4,52.2,70.3
SCA-6_Chr5v1_16418,ING2,21,29.6,12.4,0.677,-0.6,1.22,-0.46,6.5e-01,1.0e+00,1,11415,7.1,45.4,5.6,92.4,10.5,16.8,39.2,0,22,0,1.2,11.9
SCA-6_Chr5v1_16425,AGLUP,31.3,8.7,53.9,1.717,0.8,1.29,0.61,5.4e-01,1.0e+00,1,11416,5.3,0,16.8,0,30.2,0,0,0,24.5,281.7,3.6,13.4
SCA-6_Chr5v1_16426,HD16N,39.3,57.6,20.9,0.315,-1.7,1.03,-1.61,NA,NA,1,11417,39.8,98,44.9,24.9,109.1,29.2,102.2,0,5.7,0,13.3,4
SCA-6_Chr5v1_16431,SCA-6_Chr5v1_16431,14,5.6,22.4,4.589,2.2,1.39,1.58,1.1e-01,1.0e+00,1,11418,0.9,4.1,7.2,0,2.6,19,51.1,0,19.6,0,23.1,40.3
SCA-6_Chr5v1_16434,RPS2,7.5,10,5,0.335,-1.6,1.77,-0.89,3.7e-01,1.0e+00,1,11419,18.6,3.1,6.4,0,13.1,19,22.6,0,0,0,1.2,6.3
SCA-6_Chr5v1_16436,APK3,49.7,58.9,40.5,0.761,-0.4,0.65,-0.6,5.5e-01,1.0e+00,1,11420,107,71.2,81.7,51.5,17.1,24.8,45.2,49.7,70.9,11,24.3,41.9
SCA-6_Chr5v1_16449,LOX15,23,16.8,29.3,1.13,0.2,1.31,0.13,8.9e-01,1.0e+00,1,11421,25.6,14.4,6.4,0,31.6,22.6,21.4,0,0,81.8,47.3,25.3
SCA-6_Chr5v1_16459,ZDHC5,32.7,36.8,28.6,0.963,-0.1,0.87,-0.06,9.5e-01,1.0e+00,1,11422,71.6,35.1,37.7,0,48.6,27.7,61.8,38.2,26.9,0,21.8,22.9
SCA-6_Chr5v1_16460,SCA-6_Chr5v1_16460,12,9.1,14.8,0.875,-0.2,1.93,-0.1,9.2e-01,1.0e+00,1,11423,11.5,5.2,10.4,0,0,27.7,0,0,39.1,0,0,49.8
SCA-6_Chr5v1_16464,SCA-6_Chr5v1_16464,16.4,8.5,24.4,3.747,1.9,1.57,1.21,2.3e-01,1.0e+00,1,11424,0,0,21.6,0,18.4,10.9,0,11.6,40.8,0,35.2,58.5
SCA-6_Chr5v1_16465,SCA-6_Chr5v1_16465,58.2,55.7,60.7,1.04,0.1,0.56,0.1,9.2e-01,1.0e+00,1,11425,57.5,45.4,60.1,81.7,48.6,40.9,54.7,67.1,56.3,71.2,93.4,21.3
SCA-6_Chr5v1_16468,SCA-6_Chr5v1_16468,4.2,3,5.3,15.421,3.9,3.07,1.28,2.0e-01,1.0e+00,1,11426,0,0,0,0,0,18.2,0,0,9.8,0,2.4,19.8
SCA-6_Chr5v1_16475,RBK2,64.4,64.1,64.6,1.286,0.4,0.69,0.52,6.0e-01,1.0e+00,1,11427,88.4,50.5,86.5,5.3,99.9,54,21.4,89,115,0,91,71.1
SCA-6_Chr5v1_16480,ERDL5,4.7,2.8,6.5,2.275,1.2,2.35,0.5,6.1e-01,1.0e+00,1,11428,3.5,0,9.6,0,0,3.6,0,0,9,0,4.9,25.3
