name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Late_OTA_3_R1,Late_OTA_3_R2,Late_OTA_3_R3,Late_OTA_4_R1,Late_OTA_4_R2,Late_OTA_4_R3,Late_PTA_3_R1,Late_PTA_3_R2,Late_PTA_3_R3,Late_PTA_4_R1,Late_PTA_4_R2,Late_PTA_4_R3
SCA-6_Chr1v1_02793,YUC10,66.5,41.9,91.1,2.129,1.1,0.4,2.75,6.0e-03,1.0e+00,0.6741,82,37.7,34.9,46.8,38.8,58.6,34.7,74.6,118.1,68,64.5,113.8,107.5
SCA-6_Chr1v1_03052,SCA-6_Chr1v1_03052,146.8,106.3,187.3,1.865,0.9,0.33,2.76,5.8e-03,1.0e+00,0.6741,83,182.6,87.7,107.6,63.6,112.4,83.9,269,138.6,150.6,152.7,220.7,192.1
SCA-6_Chr10v1_27994,NRPE1,182.8,137.2,228.5,1.918,0.9,0.34,2.73,6.3e-03,1.0e+00,0.6741,84,169.7,148.4,135.6,206.2,112.4,50.8,361.7,182,287.9,188.8,186.5,164.1
SCA-6_Chr2v1_05733,PLT4,128.6,165.3,91.8,0.477,-1.1,0.39,-2.77,5.6e-03,1.0e+00,0.6741,84,73.1,115.6,141.5,167.4,147.4,346.8,60.5,72.3,37.3,119.5,173.7,87.6
SCA-6_Chr2v1_06769,HIP20,441.1,545.1,337.1,0.569,-0.8,0.3,-2.74,6.1e-03,1.0e+00,0.6741,85,441.8,571.9,391.6,427.8,446.8,990.7,238.1,374.9,225.2,426.8,520.5,237.4
SCA-6_Chr2v1_07366,CML30,11.4,2.7,20.2,21.791,4.4,1.61,2.76,5.8e-03,1.0e+00,0.6741,86,15.3,0,0,0,0.9,0,12.9,19.3,0,12.3,57.7,18.9
SCA-6_Chr3v1_07848,UFD1,57.8,35.9,79.8,2.562,1.4,0.5,2.74,6.1e-03,1.0e+00,0.6741,86,37.7,26.9,39.7,83.7,11.3,16,108.1,114.5,80,78.7,45.4,52
SCA-6_Chr3v1_08116,KNATM,15.6,26.4,4.7,0.091,-3.5,1.27,-2.73,6.4e-03,1.0e+00,0.6741,87,34.2,21.9,15.2,80.6,4.7,2.1,0,6,0,6.6,15.5,0
SCA-6_Chr3v1_08278,PBL3,27,12.6,41.4,4.336,2.1,0.78,2.73,6.3e-03,1.0e+00,0.6741,88,15.3,6,7,40.3,3.8,3.2,15.4,30.1,118.6,41.7,17.1,25.5
SCA-6_Chr3v1_08320,CHLP,46.2,66.6,25.7,0.401,-1.3,0.48,-2.73,6.3e-03,1.0e+00,0.6741,88,68.3,69.7,49.1,63.6,100.1,48.6,18,39.8,29.3,19.9,34.2,13.2
SCA-6_Chr4v1_11756,SCA-6_Chr4v1_11756,9.2,7.8,10.6,52.451,5.7,2.09,2.73,6.3e-03,1.0e+00,0.6741,89,0,0,0,0,0,46.5,3.9,0,12,37.9,0,9.7
SCA-6_Chr4v1_13535,CVIF1,20.9,29.6,12.2,0.157,-2.7,0.98,-2.74,6.2e-03,1.0e+00,0.6741,90,8.2,25.9,36.2,17.1,39.7,50.2,0,41,0,19,7.5,5.6
SCA-6_Chr5v1_15873,SCA-6_Chr5v1_15873,30.4,48.4,12.4,0.126,-3,1.08,-2.77,5.6e-03,1.0e+00,0.6741,90,62.4,45.8,38.6,0,35.9,107.4,0,26.5,0,2.8,16,29
SCA-6_Chr5v1_16701,STR6,48.2,30.3,66.2,2.391,1.3,0.45,2.77,5.6e-03,1.0e+00,0.6741,91,28.3,14.9,35.1,29.5,53.8,20.3,73.4,55.5,104,38.9,43.8,81.5
SCA-6_Chr6v1_18960,SCA-6_Chr6v1_18960,209.6,279.9,139.3,0.398,-1.3,0.48,-2.76,5.7e-03,1.0e+00,0.6741,92,276.9,80.7,204.6,300.7,515.8,300.8,84.9,24.1,166.6,81.6,142.7,335.8
SCA-6_Chr8v1_21100,SCA-6_Chr8v1_21100,13.7,24.4,2.9,0.058,-4.1,1.5,-2.74,6.1e-03,1.0e+00,0.6741,92,0,38.9,21,4.7,22.7,59.3,0,0,0,5.7,0,11.7
SCA-6_Chr8v1_21352,G3PB,45.3,64.6,26.1,0.19,-2.4,0.87,-2.74,6.1e-03,1.0e+00,0.6741,93,33,42.8,115.7,12.4,49.1,134.7,0,25.3,0,28.5,46,56.6
SCA-6_Chr8v1_21929,CAO,112.5,148.8,76.1,0.323,-1.6,0.59,-2.77,5.6e-03,1.0e+00,0.6741,94,78.9,124.5,246.7,37.2,137,268.8,11.6,97.6,17.3,25.6,130.4,174.3
SCA-6_Chr9v1_22966,EDR2,181.8,239.4,124.2,0.517,-1,0.35,-2.75,6.0e-03,1.0e+00,0.6741,94,269.8,285.9,229.1,283.7,143.6,224.4,114.5,94,126.6,153.7,184.4,71.8
SCA-6_Chr9v1_23289,PME12,28.7,36,21.5,0.172,-2.5,0.92,-2.76,5.7e-03,1.0e+00,0.6741,95,48.3,12,35.1,24.8,46.3,49.7,0,2.4,0,13.3,34.2,79
SCA-6_Chr9v1_23407,DEN5B,33,20.8,45.3,4.176,2.1,0.75,2.76,5.8e-03,1.0e+00,0.6741,96,66,9,8.2,3.1,37.8,0.5,37.3,60.3,149.3,16.1,4.3,4.6
SCA-6_Chr1v1_01639,APF2,97.8,70.3,125.3,2.226,1.2,0.42,2.72,6.5e-03,1.0e+00,0.6829,98,133.1,104.6,65.5,57.4,49.1,12.3,184,235.1,157.3,104.3,45.4,25.5
SCA-6_Chr3v1_09884,VPE,25.6,43,8.2,0.109,-3.2,1.17,-2.72,6.5e-03,1.0e+00,0.6829,98,15.3,25.9,52.6,0,81.2,82.8,0,27.7,0,2.8,14.4,4.1
SCA-6_Chr2v1_04819,OSS2,17,30.8,3.1,0.094,-3.4,1.26,-2.7,6.8e-03,1.0e+00,0.702,102,0,7,42.1,3.1,96.4,36.3,1.3,0,0,2.8,2.1,12.7
SCA-6_Chr5v1_14849,COG1,77.8,51.7,103.9,1.895,0.9,0.34,2.71,6.8e-03,1.0e+00,0.702,102,34.2,49.8,50.3,54.3,47.2,74.3,84.9,95.2,111.9,78.7,122.9,129.9
SCA-6_Chr9v1_23175,METL6,19.6,29.9,9.3,0.151,-2.7,1.01,-2.7,6.9e-03,1.0e+00,0.702,103,2.4,30.9,31.6,18.6,12.3,83.4,0,2.4,0,25.6,10.7,17.3
SCA-6_Chr6v1_17317,LCB1,30.1,18.2,42,3.679,1.9,0.7,2.7,7.0e-03,1.0e+00,0.7122,105,27.1,21.9,7,43.4,9.4,0.5,45,62.7,76,31.3,21.4,15.8
SCA-6_Chr2v1_07438,Y1143,14.1,8.9,19.2,15.041,3.9,1.45,2.69,7.1e-03,1.0e+00,0.714,106,17.7,0,29.2,0,6.6,0,0,8.4,44,14.2,47,1.5
SCA-6_Chr3v1_10434,DRL25,323.1,246.1,400.2,1.851,0.9,0.33,2.69,7.1e-03,1.0e+00,0.714,107,411.2,213.2,246.7,313.1,188,104.2,652.5,670.3,401.1,292.1,187.6,197.7
SCA-6_Chr4v1_13371,PP217,9,16,2.1,0.04,-4.6,1.73,-2.68,7.3e-03,1.0e+00,0.7195,109,0,4,11.7,49.6,4.7,26.2,0,0,0,12.3,0,0
SCA-6_Chr6v1_17823,PLDA4,6.4,12.1,0.7,0.036,-4.8,1.79,-2.69,7.2e-03,1.0e+00,0.7195,109,20,9,5.8,0,30.2,7.5,0,0,0,0,4.3,0
SCA-6_Chr9v1_22854,PLDA1,4.6,8.9,0.4,0.043,-4.5,1.69,-2.68,7.3e-03,1.0e+00,0.7226,111,7.1,9,19.9,0,11.3,5.9,0,0,0,0,1.1,1.5
SCA-6_Chr3v1_08357,Y5161,116.6,153.7,79.6,0.425,-1.2,0.46,-2.67,7.5e-03,1.0e+00,0.728,112,117.8,103.6,104,117.8,247.5,231.4,59.2,13.3,45.3,86.3,133.6,139.6
SCA-6_Chr6v1_18333,HC173,361.6,447.8,275.3,0.63,-0.7,0.25,-2.67,7.5e-03,1.0e+00,0.728,113,360.5,359.7,513.2,441.8,567.8,444,364.2,255.6,347.8,210.6,254.4,219.1
SCA-6_Chr2v1_07113,SNAT2,57.5,81.4,33.6,0.397,-1.3,0.5,-2.66,7.8e-03,1.0e+00,0.7347,115,70.7,65.8,85.3,80.6,78.4,107.4,29.6,22.9,36,34.1,68.9,10.2
SCA-6_Chr3v1_08647,MASY,39.1,22.2,56,4.151,2.1,0.77,2.66,7.8e-03,1.0e+00,0.7347,115,34.2,52.8,23.4,20.2,2.8,0,86.2,133.8,50.6,40.8,19.2,5.1
SCA-6_Chr3v1_09606,PYR1,14.9,7.7,22.2,6.026,2.6,0.97,2.67,7.6e-03,1.0e+00,0.7347,116,29.5,2,1.2,3.1,10.4,0,47.6,35,34.7,10.4,3.7,1.5
SCA-6_Chr3v1_09656,SCA-6_Chr3v1_09656,42,52.7,31.2,0.274,-1.9,0.7,-2.66,7.7e-03,1.0e+00,0.7347,117,40.1,53.8,62,57.4,58.6,44.4,2.6,39.8,1.3,19,75.9,48.9
SCA-6_Chr9v1_22905,SCA-6_Chr9v1_22905,35.6,16.3,54.9,3.319,1.7,0.65,2.66,7.7e-03,1.0e+00,0.7347,118,8.2,32.9,11.7,9.3,29.3,6.4,14.2,48.2,64,65.4,79.6,58.1
SCA-6_Chr2v1_04097,BRCA1,24.2,35.5,12.9,0.089,-3.5,1.32,-2.65,8.0e-03,1.0e+00,0.7414,119,14.1,6,8.2,175.2,9.4,0,0,1.2,0,15.2,19.2,41.8
SCA-6_Chr2v1_07209,C78A5,310.4,219.8,401,2.099,1.1,0.4,2.65,8.1e-03,1.0e+00,0.7414,120,127.3,126.5,379.9,86.8,389.2,208.9,501.9,366.5,305.2,574.8,324.9,332.7
SCA-6_Chr4v1_13180,PIGC,11.9,14.5,9.2,0.072,-3.8,1.43,-2.65,8.0e-03,1.0e+00,0.7414,121,0,20.9,18.7,23.3,18.9,5.3,0,3.6,0,0,39.5,12.2
SCA-6_Chr6v1_17728,PPA1,35.4,60.2,10.5,0.134,-2.9,1.1,-2.65,8.0e-03,1.0e+00,0.7414,122,55.4,0,107.6,52.7,94.5,51.3,5.1,0,40,1.9,0,15.8
SCA-6_Chr3v1_08442,TCP5,6.8,12.9,0.8,0.044,-4.5,1.7,-2.65,8.1e-03,1.0e+00,0.7427,123,18.9,4,9.4,15.5,0,29.4,1.3,3.6,0,0,0,0
SCA-6_Chr8v1_21941,ILL6,111.4,73.3,149.6,2.021,1,0.38,2.64,8.2e-03,1.0e+00,0.7481,124,76.6,96.6,54.9,97.7,60.5,53.4,54.1,151.9,182.6,186.9,145.9,176.3
SCA-6_Chr1v1_00233,AL3F1,136.4,102.9,169.9,1.926,0.9,0.36,2.63,8.5e-03,1.0e+00,0.7523,126,61.3,68.7,194.1,77.5,156.8,58.8,203.4,183.2,214.6,156.5,125.6,136
SCA-6_Chr10v1_26844,MCFB,47.4,72.4,22.5,0.22,-2.2,0.83,-2.63,8.5e-03,1.0e+00,0.7523,126,5.9,83.7,49.1,18.6,162.5,114.4,10.3,32.5,0,20.9,24.6,46.9
SCA-6_Chr2v1_04032,TAM41,8.1,15,1.2,0.029,-5.1,1.93,-2.63,8.4e-03,1.0e+00,0.7523,127,0,11,22.2,20.2,0,36.9,0,0,0,0,7.5,0
SCA-6_Chr4v1_13510,SCA-6_Chr4v1_13510,366.8,304.6,429,2.023,1,0.39,2.63,8.5e-03,1.0e+00,0.7523,128,275.7,187.3,238.5,435.6,663.2,27.3,732.3,531.6,501.1,565.3,142.7,100.9
SCA-6_Chr5v1_15248,SCA-6_Chr5v1_15248,61.5,39.4,83.6,2.263,1.2,0.45,2.63,8.5e-03,1.0e+00,0.7523,129,64.8,47.8,32.7,45,25.5,20.3,97.8,106.1,48,97.7,96.2,56
SCA-6_Chr1v1_00476,SABP2,22.3,31.7,13,0.196,-2.4,0.9,-2.62,8.8e-03,1.0e+00,0.7534,130,18.9,48.8,50.3,21.7,10.4,40.1,0,30.1,0,16.1,11.8,19.9
SCA-6_Chr1v1_02938,FRA13,33.3,15.1,51.4,3.274,1.7,0.65,2.62,8.9e-03,1.0e+00,0.7534,130,21.2,33.9,5.8,6.2,13.2,10.2,32.2,102.5,38.6,19.9,71.6,43.8
SCA-6_Chr1v1_03853,SCA-6_Chr1v1_03853,9.7,10.9,8.5,0.057,-4.1,1.58,-2.62,8.9e-03,1.0e+00,0.7534,131,0,4,30.4,1.6,15.1,14.4,0,0,0,0,16,35.2
SCA-6_Chr2v1_05530,EAPP,59.5,82.8,36.3,0.44,-1.2,0.45,-2.62,8.9e-03,1.0e+00,0.7534,132,76.6,58.8,52.6,142.6,82.2,83.9,33.5,59.1,44,30.4,17.6,33.1
SCA-6_Chr5v1_15970,P23B,224.7,298,151.4,0.511,-1,0.37,-2.63,8.6e-03,1.0e+00,0.7534,133,370,153.4,323.8,449.5,154.9,336.1,191.8,116.9,151.9,178.3,125.1,144.7
SCA-6_Chr6v1_18346,PP320,20.1,11.8,28.4,3.818,1.9,0.74,2.62,8.7e-03,1.0e+00,0.7534,133,16.5,14.9,12.9,21.7,4.7,0,47.6,39.8,29.3,34.1,11.2,8.7
SCA-6_Chr7v1_20421,MOCOS,72.6,107.7,37.5,0.344,-1.5,0.59,-2.62,8.9e-03,1.0e+00,0.7534,134,99,153.4,76,52.7,54.8,210,72.1,16.9,41.3,38.9,8.6,47.4
SCA-6_Chr1v1_01357,NEP1,34.3,52.3,16.4,0.274,-1.9,0.73,-2.57,1.0e-02,1.0e+00,0.7554,135,27.1,35.9,9.4,138,22.7,80.7,11.6,33.8,0,16.1,29.9,7.1
SCA-6_Chr1v1_01403,TBL6,6.2,10.4,2,0.071,-3.8,1.48,-2.58,9.9e-03,1.0e+00,0.7554,136,0,9,10.5,15.5,4.7,23,0,1.2,0,0,2.7,8.2
SCA-6_Chr10v1_27920,CP123,38.5,56.8,20.1,0.27,-1.9,0.73,-2.59,9.5e-03,1.0e+00,0.7554,137,84.8,54.8,32.7,51.2,54.8,62.5,11.6,66.3,12,18,12.3,0.5
SCA-6_Chr2v1_04178,DMP5,8,5.7,10.2,12.046,3.6,1.4,2.57,1.0e-02,1.0e+00,0.7554,137,9.4,0,11.7,0,13.2,0,11.6,21.7,1.3,5.7,10.2,10.7
SCA-6_Chr2v1_04501,LHTL8,8.5,1,16.1,26.39,4.7,1.81,2.61,9.1e-03,1.0e+00,0.7554,138,1.2,5,0,0,0,0,20.6,18.1,48,0,0,9.7
SCA-6_Chr2v1_05168,LPE1,192.6,126.1,259.1,2.182,1.1,0.44,2.57,1.0e-02,1.0e+00,0.7554,139,114.3,141.5,211.6,26.4,137.9,125,390,285.7,321.2,271.3,191.9,94.8
SCA-6_Chr2v1_05384,CB4A,2266,2744.3,1787.8,0.604,-0.7,0.28,-2.57,1.0e-02,1.0e+00,0.7554,140,1873.4,2121,4046,1536.1,2425.1,4464,1463.3,1497.3,1374,1310.9,1803.7,3277.7
SCA-6_Chr2v1_06692,SAT,7.9,1,14.9,13.129,3.7,1.43,2.59,9.5e-03,1.0e+00,0.7554,141,0,2,0,0,3.8,0,15.4,6,20,2.8,41.7,3.6
SCA-6_Chr2v1_07233,UPS1,82.6,62.6,102.6,2.278,1.2,0.46,2.57,1.0e-02,1.0e+00,0.7554,141,91.9,87.7,94.7,45,50.1,6.4,86.2,116.9,129.3,184,49.7,49.4
SCA-6_Chr3v1_08587,PLY5,231.2,146.9,315.6,2.025,1,0.39,2.59,9.6e-03,1.0e+00,0.7554,142,143.7,94.6,113.4,119.4,191.8,218.6,415.7,264,82.6,314,442,375
SCA-6_Chr3v1_09455,SCA-6_Chr3v1_09455,33.2,16.6,49.8,4.289,2.1,0.81,2.59,9.7e-03,1.0e+00,0.7554,143,8.2,9,15.2,37.2,30.2,0,30.9,33.8,133.3,30.4,38.5,31.6
SCA-6_Chr3v1_09713,UGHY,9.1,11.8,6.3,0.054,-4.2,1.63,-2.58,9.8e-03,1.0e+00,0.7554,144,0,21.9,14,0,20.8,14.4,0,0,0,0.9,21.9,15.3
SCA-6_Chr3v1_10239,SCA-6_Chr3v1_10239,290.9,419.2,162.6,0.377,-1.4,0.55,-2.58,9.9e-03,1.0e+00,0.7554,144,301.6,70.7,211.6,556.5,595.2,779.6,146.7,65.1,391.8,141.3,66.8,163.6
SCA-6_Chr4v1_12391,GUN4C,54.4,80.9,27.9,0.366,-1.5,0.56,-2.6,9.2e-03,1.0e+00,0.7554,145,58.9,61.8,159,46.5,90.7,68.4,21.9,48.2,22.7,16.1,10.7,47.9
SCA-6_Chr5v1_14146,RVE8,9.8,16.2,3.3,0.074,-3.8,1.45,-2.6,9.4e-03,1.0e+00,0.7554,146,20,0,4.7,43.4,13.2,16,0,9.6,0,8.5,0,1.5
SCA-6_Chr5v1_14206,VATG,135.1,165.2,105.1,0.498,-1,0.39,-2.59,9.5e-03,1.0e+00,0.7554,147,240.4,150.4,114.6,153.5,161.5,170.5,64.4,88,54.6,56.9,131.5,235.4
SCA-6_Chr5v1_14443,SELFP,5.2,10.4,0,0.017,-5.8,2.26,-2.58,9.8e-03,1.0e+00,0.7554,147,0,0,12.9,31,9.4,9.1,0,0,0,0,0,0
SCA-6_Chr5v1_14475,SCA-6_Chr5v1_14475,28.2,17.3,39.1,3.43,1.8,0.69,2.58,9.8e-03,1.0e+00,0.7554,148,34.2,9,17.5,31,12.3,0,91.4,30.1,68,33.2,7.5,4.1
SCA-6_Chr5v1_15425,DIR3,7,13.4,0.6,0.039,-4.7,1.79,-2.61,9.1e-03,1.0e+00,0.7554,149,13,0,11.7,26.4,29.3,0,0,0,0,0.9,0.5,2
SCA-6_Chr5v1_16122,U1148,173.1,235.6,110.6,0.391,-1.4,0.53,-2.57,1.0e-02,1.0e+00,0.7554,150,322.8,267,220.9,395.3,110.5,97.3,236.8,106.1,78.6,224.8,5.3,12.2
SCA-6_Chr5v1_16760,PTR16,20.5,33.1,8,0.142,-2.8,1.09,-2.57,1.0e-02,1.0e+00,0.7554,150,54.2,7,85.3,40.3,4.7,6.9,20.6,0,25.3,0,0,2
SCA-6_Chr6v1_17326,ST7R,10.1,3.2,16.9,9.315,3.2,1.24,2.6,9.4e-03,1.0e+00,0.7554,151,10.6,0,0,3.1,5.7,0,5.1,22.9,34.7,8.5,10.7,19.4
SCA-6_Chr6v1_18156,PK1IP,22,24.8,19.2,0.2,-2.3,0.89,-2.6,9.3e-03,1.0e+00,0.7554,152,8.2,38.9,32.7,23.3,10.4,35.3,0,7.2,0,13.3,60.9,34.1
SCA-6_Chr8v1_21274,ROGF1,24.1,8,40.2,6.893,2.8,1.07,2.6,9.4e-03,1.0e+00,0.7554,153,5.9,5,0,29.5,7.6,0,7.7,7.2,81.3,36,52.9,56
SCA-6_Chr9v1_22985,RL373,89.3,106.8,71.9,0.241,-2.1,0.79,-2.59,9.7e-03,1.0e+00,0.7554,153,38.9,187.3,85.3,24.8,223.9,80.7,5.1,82,1.3,25.6,103.7,213.5
SCA-6_Chr9v1_24566,PSY1,9.2,2.3,16.2,16.782,4.1,1.58,2.57,1.0e-02,1.0e+00,0.7554,154,1.2,0,0,12.4,0,0,21.9,10.8,0,32.3,8.6,23.4
SCA-6_Chr1v1_03983,Y6461,13.3,7.1,19.6,5.862,2.6,1,2.56,1.0e-02,1.0e+00,0.7646,157,13,0,14,6.2,9.4,0,12.9,36.2,34.7,21.8,2.7,9.2
SCA-6_Chr9v1_26141,FLA4,13.7,13.4,14,0.071,-3.8,1.49,-2.56,1.0e-02,1.0e+00,0.7646,158,2.4,1,9.4,7.8,59.5,0.5,0,0,0,0.9,42.2,40.8
SCA-6_Chr1v1_02574,YIDE,18.4,6.8,30,4.747,2.2,0.88,2.55,1.1e-02,1.0e+00,0.7655,158,2.4,15.9,3.5,9.3,9.4,0,21.9,48.2,9.3,25.6,50.8,23.9
SCA-6_Chr10v1_27300,PPR19,4.9,6.7,3.1,0.024,-5.4,2.1,-2.55,1.1e-02,1.0e+00,0.7655,159,0,4,9.4,0,11.3,15.5,0,16.9,0,1.9,0,0
SCA-6_Chr2v1_05884,NDX1,11.9,5.4,18.4,5.586,2.5,0.98,2.54,1.1e-02,1.0e+00,0.7655,160,4.7,6,15.2,0,6.6,0,25.7,18.1,32,9.5,16,9.2
SCA-6_Chr3v1_08687,UBA5,14.3,23.3,5.3,0.099,-3.3,1.3,-2.56,1.1e-02,1.0e+00,0.7655,161,3.5,41.8,33.9,12.4,48.2,0,0,3.6,0,5.7,13.9,8.7
SCA-6_Chr4v1_10647,BCA1,127.4,173.2,81.6,0.549,-0.9,0.34,-2.55,1.1e-02,1.0e+00,0.7655,162,208.6,116.6,274.7,187.6,197.4,54.5,144.1,62.7,133.3,97.7,17.1,34.6
SCA-6_Chr4v1_11973,IST1,33.9,18.3,49.5,4.918,2.3,0.9,2.56,1.1e-02,1.0e+00,0.7655,162,0,68.7,23.4,7.8,9.4,0.5,97.8,55.5,62.6,37.9,32.6,10.7
SCA-6_Chr4v1_13125,DCTP1,9.5,3.6,15.4,12.664,3.7,1.44,2.54,1.1e-02,1.0e+00,0.7655,163,0,13.9,1.2,6.2,0,0,0,27.7,21.3,7.6,9.1,26.5
SCA-6_Chr5v1_15700,COLD1,8.8,10.2,7.3,0.047,-4.4,1.73,-2.55,1.1e-02,1.0e+00,0.7655,164,0,15.9,17.5,0,7.6,20.3,0,0,0,0,36.9,7.1
SCA-6_Chr6v1_17626,SCA-6_Chr6v1_17626,7.3,2.5,12.1,13.39,3.7,1.47,2.54,1.1e-02,1.0e+00,0.7655,165,0,6,1.2,7.8,0,0,30.9,13.3,5.3,18,0,5.1
SCA-6_Chr7v1_19782,DPNPH,12.5,5.9,19.2,24.548,4.6,1.82,2.54,1.1e-02,1.0e+00,0.7655,165,0,0,8.2,0,27.4,0,0,18.1,0,22.8,38.5,35.7
SCA-6_Chr9v1_26297,SCA-6_Chr9v1_26297,8,4,11.9,16.379,4,1.59,2.54,1.1e-02,1.0e+00,0.7655,166,3.5,0,18.7,0,1.9,0,9,16.9,0,13.3,4.8,27.5
SCA-6_Chr1v1_01045,SCA-6_Chr1v1_01045,23.4,32.6,14.1,0.158,-2.7,1.05,-2.53,1.1e-02,1.0e+00,0.7722,168,8.2,4,37.4,69.8,15.1,60.9,0,9.6,0,19,2.7,53.5
SCA-6_Chr2v1_06604,SCA-6_Chr2v1_06604,158.6,217.5,99.7,0.494,-1,0.4,-2.53,1.1e-02,1.0e+00,0.7722,169,134.3,168.4,353,83.7,325,240.5,75.9,131.4,123.9,76.8,99.9,90.2
SCA-6_Chr3v1_07662,EXOS3,37.2,22.4,52.1,5.31,2.4,0.95,2.53,1.1e-02,1.0e+00,0.7722,170,8.2,15.9,42.1,0,68,0,24.5,69.9,57.3,76.8,27.3,56.6
SCA-6_Chr4v1_11564,PHSL,771.9,1031.9,511.8,0.497,-1,0.4,-2.53,1.1e-02,1.0e+00,0.7722,171,864.8,350.7,610.2,1415.2,1054.3,1896.4,777.4,297.8,518.4,582.4,469.2,425.9
SCA-6_Chr5v1_14653,AP,105.6,123.3,87.9,0.494,-1,0.4,-2.53,1.1e-02,1.0e+00,0.7722,171,86,120.5,74.8,117.8,158.7,182.2,50.2,25.3,53.3,54.1,192.4,151.8
SCA-6_Chr1v1_01123,SCA-6_Chr1v1_01123,8.6,2.1,15,11.149,3.5,1.38,2.53,1.2e-02,1.0e+00,0.7806,174,4.7,8,0,0,0,0,29.6,18.1,20,7.6,12.3,2.5
SCA-6_Chr1v1_01941,GLGS,5.3,0.7,10,29.59,4.9,1.94,2.52,1.2e-02,1.0e+00,0.7858,176,0,4,0,0,0,0,21.9,1.2,16,11.4,0,9.7
SCA-6_Chr2v1_04465,GPAT9,62.7,41.9,83.5,2.408,1.3,0.5,2.52,1.2e-02,1.0e+00,0.7858,177,53,53.8,16.4,88.4,25.5,14.4,54.1,85.6,134.6,89.2,67.3,70.3
SCA-6_Chr10v1_26905,TRNHF,24.8,6.3,43.3,6.638,2.7,1.08,2.52,1.2e-02,1.0e+00,0.7868,178,16.5,15.9,0,0,5.7,0,63.1,72.3,89.3,35.1,0,0
SCA-6_Chr1v1_03154,PAP10,7.4,13.3,1.6,0.041,-4.6,1.84,-2.51,1.2e-02,1.0e+00,0.7894,179,0,1,36.2,21.7,20.8,0,0,0,0,0.9,4.8,3.6
SCA-6_Chr10v1_27522,ESTE,24.9,17.1,32.8,3.764,1.9,0.76,2.51,1.2e-02,1.0e+00,0.7894,180,11.8,38.9,3.5,45,1.9,1.6,33.5,30.1,44,51.2,10.2,27.5
SCA-6_Chr8v1_20988,RR9,7.3,12.2,2.3,0.036,-4.8,1.91,-2.51,1.2e-02,1.0e+00,0.7894,181,7.1,0,7,9.3,50.1,0,0,0,0,0,7.5,6.1
SCA-6_Chr2v1_04975,CBSX2,89.4,59,119.9,1.948,1,0.38,2.51,1.2e-02,1.0e+00,0.7923,182,49.5,53.8,50.3,62,69.9,68.4,92.7,215.8,97.3,84.4,93,136
SCA-6_Chr5v1_15336,EXOS8,64.9,80.3,49.4,0.458,-1.1,0.45,-2.5,1.2e-02,1.0e+00,0.7923,183,29.5,81.7,59.6,94.6,80.3,136.3,34.7,43.4,13.3,25.6,97.8,81.5
SCA-6_Chr5v1_16590,RAD9A,5.2,0.2,10.1,34.329,5.1,2.04,2.51,1.2e-02,1.0e+00,0.7923,184,0,0,1.2,0,0,0,0,20.5,24,14.2,0,2
SCA-6_Chr6v1_18034,LIP,9.3,16.1,2.5,0.035,-4.8,1.93,-2.51,1.2e-02,1.0e+00,0.7923,185,5.9,0,23.4,0,17.9,49.2,0,14.5,0,0,0,0.5
SCA-6_Chr1v1_03241,WNK4,61.4,38.2,84.5,2.415,1.3,0.51,2.5,1.2e-02,1.0e+00,0.7989,187,61.3,34.9,26.9,76,13.2,17.1,88.8,94,84,65.4,80.2,94.8
SCA-6_Chr4v1_11748,GAUT9,88.7,100.8,76.6,0.403,-1.3,0.52,-2.5,1.2e-02,1.0e+00,0.7989,188,80.1,41.8,67.8,164.3,112.4,138.4,16.7,31.3,14.7,71.1,141.1,185
SCA-6_Chr1v1_01838,NAT9,27.1,42,12.1,0.26,-1.9,0.78,-2.49,1.3e-02,1.0e+00,0.8011,189,2.4,27.9,17.5,24.8,84.1,95.6,5.1,4.8,18.7,7.6,21.4,14.8
SCA-6_Chr1v1_03977,CYSG,7.8,9.8,5.8,0.046,-4.4,1.78,-2.49,1.3e-02,1.0e+00,0.8011,190,0,10,16.4,0,22.7,9.6,0,0,0,0,9.6,25
SCA-6_Chr4v1_10656,SCA-6_Chr4v1_10656,5.5,8.2,2.8,0.05,-4.3,1.73,-2.49,1.3e-02,1.0e+00,0.8058,192,11.8,0,2.3,15.5,7.6,12.3,0,0,0,0,15,2
SCA-6_Chr8v1_21156,C83B1,105.2,63.1,147.3,2.373,1.2,0.5,2.49,1.3e-02,1.0e+00,0.807,193,110.8,45.8,11.7,40.3,91.6,78.5,175,174.8,96,142.3,182.2,113.6
SCA-6_Chr4v1_11928,SCA-6_Chr4v1_11928,7.5,2.3,12.7,15.945,4,1.61,2.49,1.3e-02,1.0e+00,0.8124,195,0,0,7,0,6.6,0,0,7.2,41.3,5.7,5.9,16.3
SCA-6_Chr8v1_22129,SCA-6_Chr8v1_22129,138.8,115.8,161.9,1.75,0.8,0.33,2.48,1.3e-02,1.0e+00,0.8187,197,124.9,138.5,178.9,76,143.6,32.6,251,176,191.9,166.9,86,99.4
SCA-6_Chr1v1_03308,DFRA,7,13.1,0.9,0.032,-4.9,2,-2.48,1.3e-02,1.0e+00,0.8198,198,25.9,8,0,10.9,0,33.7,0,0,0,0,0,5.6
